stage_epoch,stage,accuracy,loss,val_accuracy,val_loss,learning_rate
1,frozen_head,0.6493055820465088,0.8618254661560059,0.8191964030265808,0.4938022792339325,0.0003000000142492354
2,frozen_head,0.798115074634552,0.5220661759376526,0.8459821343421936,0.4073980748653412,0.0003000000142492354
3,frozen_head,0.842509925365448,0.4175197184085846,0.8638392686843872,0.3737211525440216,0.0003000000142492354
4,frozen_head,0.854414701461792,0.375900000333786,0.875,0.3597504496574402,0.0003000000142492354
5,frozen_head,0.871279776096344,0.34217411279678345,0.8816964030265808,0.3247409164905548,0.0003000000142492354
6,frozen_head,0.8839285969734192,0.31206756830215454,0.8883928656578064,0.29590535163879395,0.0003000000142492354
7,frozen_head,0.895585298538208,0.28816089034080505,0.8950892686843872,0.29629024863243103,0.0003000000142492354
8,frozen_head,0.9035218358039856,0.2666108012199402,0.8839285969734192,0.2768285572528839,0.0003000000142492354
9,frozen_head,0.905009925365448,0.2542918920516968,0.9040178656578064,0.26328837871551514,0.0003000000142492354
10,frozen_head,0.9064980149269104,0.2514188289642334,0.9151785969734192,0.25894176959991455,0.0003000000142492354
11,frozen_head,0.913690447807312,0.23912906646728516,0.90625,0.25612586736679077,0.0003000000142492354
12,frozen_head,0.9146825671195984,0.22985444962978363,0.9129464030265808,0.24851049482822418,0.0003000000142492354
13,frozen_head,0.9176587462425232,0.21488678455352783,0.9129464030265808,0.2411823570728302,0.0003000000142492354
14,frozen_head,0.9211309552192688,0.21555328369140625,0.90625,0.2340097725391388,0.0003000000142492354
15,frozen_head,0.9315476417541504,0.19775252044200897,0.9151785969734192,0.2315211445093155,0.0003000000142492354
1,fine_tuning,0.9303075671195984,0.18387572467327118,0.9308035969734192,0.17003856599330902,9.999999747378752e-06
2,fine_tuning,0.96875,0.08586438000202179,0.9375,0.17132768034934998,9.999999747378752e-06
3,fine_tuning,0.9851190447807312,0.04515813663601875,0.9285714030265808,0.21899868547916412,9.999999747378752e-06
4,fine_tuning,0.9957837462425232,0.015715161338448524,0.953125,0.11957209557294846,1.9999999949504854e-06
5,fine_tuning,0.9970238208770752,0.011316100135445595,0.9441964030265808,0.1386515498161316,1.9999999949504854e-06
6,fine_tuning,0.998759925365448,0.0081239128485322,0.9486607313156128,0.13885585963726044,1.9999999949504854e-06
7,fine_tuning,0.998759925365448,0.007561542559415102,0.9464285969734192,0.13048532605171204,4.0000000467443897e-07
