index,precision,recall,f1-score,support
glioma,0.868421052631579,0.825,0.8461538461538461,280.0
meningioma,0.8253968253968254,0.7428571428571429,0.7819548872180451,280.0
notumor,0.9432624113475178,0.95,0.9466192170818505,280.0
pituitary,0.825,0.9428571428571428,0.88,280.0
accuracy,0.8651785714285715,0.8651785714285715,0.8651785714285715,0.8651785714285715
macro avg,0.8655200723439804,0.8651785714285714,0.8636819876134354,1120.0
weighted avg,0.8655200723439804,0.8651785714285715,0.8636819876134355,1120.0
