iter,n_resources,rank_test_score,candidate_id,mean_test_score,std_test_score,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,75,1,72,0.898110290955907,0.010370057755589513,40.50296312100181,3,gini,,2,1,0.2,False
1,75,2,31,0.896949248027472,0.007202894106963584,18.44512854000277,3,gini,60.0,5,2,0.1,False
1,75,3,67,0.8963965607798312,0.007281799252898346,5.089656910000485,3,entropy,,5,1,0.02,False
1,75,4,13,0.8955788388650698,0.016821096079064974,44.806553189000624,3,entropy,80.0,10,1,0.2,False
1,75,5,53,0.8948351929329181,0.010742274316715799,5.358956752001177,3,gini,60.0,2,1,sqrt,False
1,75,6,81,0.8947410277484221,0.008560079385092238,34.3570532800004,3,gini,80.0,10,4,0.2,False
1,75,7,17,0.8943122434700177,0.011437454289234695,23.12849874100175,3,entropy,40.0,10,1,0.1,False
1,75,8,33,0.8943122434700177,0.011437454289234695,22.88343689999965,3,entropy,60.0,10,1,0.1,False
1,75,9,74,0.8939294976176567,0.009984567098561764,5.114329635000104,3,gini,80.0,5,2,sqrt,False
1,75,10,4,0.8935151424473253,0.013584775589336304,9.85803899200073,3,gini,20.0,2,1,0.05,False
1,75,11,60,0.8930399078835581,0.012603752053577302,5.192129060000298,3,entropy,20.0,2,1,0.02,False
1,75,12,90,0.8920488000933494,0.007801442287116695,43.51733912999953,3,entropy,40.0,2,4,0.2,False
1,75,13,25,0.891843466689247,0.010062638641249327,11.8440265549998,3,entropy,40.0,5,2,0.05,False
1,75,14,69,0.8915792188806902,0.008977978555733254,4.914802702000088,3,entropy,60.0,2,2,0.02,False
1,75,15,95,0.8911255546875205,0.007866413461923981,11.37835258299856,3,entropy,40.0,5,4,0.05,False
1,75,16,37,0.891054146627965,0.009848935862708536,17.18529513300018,3,gini,80.0,2,4,0.1,False
1,75,17,56,0.8893917582844711,0.0085141261827288,4.850323018001291,3,entropy,80.0,5,2,0.02,False
1,75,18,97,0.8893218653355719,0.013856294265997762,27.94312548599737,3,entropy,20.0,2,1,0.2,True
1,75,19,42,0.8886466995676751,0.01101031784878732,3.695738402000643,3,gini,,5,2,0.02,False
1,75,20,61,0.8882189139857211,0.0165156365443468,40.8292790480009,3,entropy,20.0,20,8,0.2,False
1,75,21,78,0.887809214085026,0.01612101011783474,16.98608794000029,3,gini,20.0,10,4,0.1,False
1,75,22,57,0.8877091052943898,0.011613553063188054,16.873178469000777,3,gini,40.0,20,4,0.1,False
1,75,23,68,0.8876325590730268,0.0072963211366615386,11.570842678002009,3,entropy,,20,1,0.05,False
1,75,24,64,0.8875363281703438,0.008358774064375398,11.153779283999029,3,entropy,,20,4,0.05,False
1,75,25,38,0.8874548763442296,0.013958799212579209,27.417228602998875,3,entropy,,5,2,0.2,True
1,75,26,85,0.8869284178316273,0.014122902653942613,40.79985973099974,3,entropy,20.0,2,8,0.2,False
1,75,27,28,0.885900124242197,0.008822166680143143,24.301516162999178,3,gini,80.0,2,1,0.2,True
1,75,28,50,0.8853718735044981,0.014623692414460644,3.839441779000481,3,gini,40.0,10,2,0.02,False
1,75,29,29,0.8852703680125747,0.008113663368243875,30.73800701899927,3,gini,80.0,5,8,0.2,False
1,75,30,44,0.8842898829829279,0.014138041186106051,15.543371447000027,3,gini,80.0,2,8,0.1,False
1,75,31,23,0.8840577828969005,0.01326519745503486,27.486561214000176,3,entropy,60.0,2,2,0.2,True
1,75,32,12,0.8825534546144627,0.01153699075018054,27.150855111000055,3,entropy,40.0,10,2,0.2,True
1,75,33,79,0.882395918648944,0.009523250695867961,24.018284970001332,3,gini,60.0,5,1,0.2,True
1,75,34,100,0.8817924887595465,0.011973241181474088,23.622029559999646,3,gini,20.0,10,1,0.2,True
