stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
2,75,1,7,0.8360758860510028,0.003183741572814821,46.53990379994502,3,gini,80.0,2,1,0.05,False
2,75,2,59,0.8336327920545048,0.008007136369730865,82.74389629997313,3,gini,60.0,5,1,0.1,False
2,75,3,2,0.833611790834038,0.006058467379430943,74.08254899998428,3,entropy,20.0,10,1,0.05,False
2,75,4,68,0.8307338966084831,0.009136360544980704,41.864965500019025,3,gini,40.0,5,2,0.05,False
2,75,5,46,0.8301706768484634,0.010021101588103263,134.76751880004304,3,entropy,60.0,2,1,0.1,False
2,75,6,22,0.8296010611078625,0.0008166299353629096,260.5133381000487,3,entropy,40.0,5,1,0.2,False
2,75,7,36,0.8295998547045776,0.008895272500391946,80.80680029996438,3,gini,80.0,20,4,0.1,False
2,75,8,53,0.8292470043355231,0.008103517736121453,125.91199749999214,3,entropy,80.0,5,2,0.1,False
2,75,9,66,0.8275374568155858,0.009923593651019242,63.296678800019436,3,entropy,60.0,2,4,0.05,False
2,75,10,34,0.827358273543414,0.004403852479684247,129.45455340004992,3,entropy,40.0,5,4,0.1,False
2,75,11,39,0.8269967576024776,0.004776591381505413,77.61350450001191,3,gini,80.0,2,8,0.1,False
2,75,12,62,0.8266260819306015,0.008182821206125648,43.48901249998016,3,gini,20.0,10,4,0.05,False
2,75,13,80,0.8264507725503165,0.007929476153719797,42.32127549999859,3,gini,20.0,20,1,0.05,False
2,75,14,97,0.826387337451184,0.008795491740840995,273.6402232000255,3,entropy,80.0,20,2,0.2,False
2,75,15,25,0.8255514381599331,0.009706914342845296,72.7244028999703,3,entropy,,10,4,0.05,False
2,75,16,76,0.8248324859615453,0.003639846731078055,39.36317350011086,3,gini,60.0,20,4,0.05,False
2,75,17,84,0.8246084567483786,0.009972938337260427,27.973191300057806,3,entropy,,10,4,0.02,False
2,75,18,55,0.824159246879861,0.009304001375581768,18.1677817000309,3,gini,80.0,2,2,0.02,False
2,75,19,5,0.8236851252739398,0.0030562963127246743,67.77494560001651,3,entropy,20.0,20,4,0.05,False
2,75,20,57,0.823537348494578,0.0029203619209585466,69.44211990002077,3,entropy,,20,4,0.05,False
2,75,21,32,0.8235059145038378,0.0076604727128541435,71.31852359999903,3,gini,40.0,20,8,0.1,False
2,75,22,20,0.823092080948577,0.008559140058146538,40.916596900031436,3,gini,80.0,20,2,0.05,False
2,75,23,4,0.8230408399462705,0.003085717488794129,17.188250300008804,3,gini,60.0,20,2,0.02,False
2,75,24,14,0.8218286150808861,0.004922958354897878,187.92676860000938,3,gini,80.0,20,1,0.2,False
2,75,25,54,0.8211731083116037,0.009113507091190328,183.28052259999095,3,gini,20.0,2,2,0.2,False
2,75,26,86,0.8204637913180474,0.005606187106131046,170.59700510004768,3,gini,40.0,10,2,0.2,False
2,75,27,38,0.8203915451982816,0.005544476609516001,27.90364650002448,3,entropy,20.0,5,4,0.02,False
2,75,28,93,0.8199277155434114,0.005916549898941396,162.6933324999991,3,gini,,5,4,0.2,False
2,75,29,73,0.81509154984571,0.00505966132101265,142.21397380001144,3,gini,40.0,10,8,0.2,False
2,75,30,56,0.8150835740490399,0.009719984562555363,124.96848569996655,3,entropy,40.0,20,8,0.1,False
2,75,31,88,0.8150835740490399,0.009719984562555363,123.41488490003394,3,entropy,,20,8,0.1,False
2,75,32,60,0.8148546206414663,0.0055655994165254375,147.3122091999976,3,gini,60.0,20,8,0.2,False
2,75,33,78,0.814466276024851,0.0053261143554459815,46.93711559998337,3,gini,40.0,5,4,0.1,True
2,75,34,82,0.8138450293664815,0.0019237956571033802,162.59295720001683,3,entropy,20.0,5,2,0.2,True
