stage_epoch,stage,accuracy,loss
1,frozen_head,0.7810267806053162,0.5824005603790283
2,frozen_head,0.8569196462631226,0.3866406977176666
3,frozen_head,0.8709821701049805,0.33888155221939087
4,frozen_head,0.8794642686843872,0.30940407514572144
5,frozen_head,0.8852678537368774,0.30467039346694946
6,frozen_head,0.890625,0.2856833338737488
7,frozen_head,0.8928571343421936,0.2746240198612213
8,frozen_head,0.9020089507102966,0.2583424150943756
9,frozen_head,0.8993303775787354,0.2682625949382782
10,frozen_head,0.9013392925262451,0.26711589097976685
11,frozen_head,0.9058035612106323,0.25141841173171997
12,frozen_head,0.8999999761581421,0.25388965010643005
13,frozen_head,0.9024553298950195,0.24814565479755402
1,fine_tuning,0.918749988079071,0.21157678961753845
2,fine_tuning,0.9234374761581421,0.20815224945545197
3,fine_tuning,0.9270089268684387,0.1902131885290146
4,fine_tuning,0.9314731955528259,0.17779146134853363
5,fine_tuning,0.9383928775787354,0.16269457340240479
6,fine_tuning,0.9437500238418579,0.15846960246562958
7,fine_tuning,0.9441964030265808,0.14929524064064026
8,fine_tuning,0.9526785612106323,0.13303495943546295
9,fine_tuning,0.9520089030265808,0.1322302222251892
10,fine_tuning,0.9569196701049805,0.12101421505212784
11,fine_tuning,0.9582589268684387,0.116026371717453
12,fine_tuning,0.9602678418159485,0.10816971957683563
13,fine_tuning,0.9633928537368774,0.10373663902282715
14,fine_tuning,0.964062511920929,0.10058397799730301
15,fine_tuning,0.9645089507102966,0.09986622631549835
16,fine_tuning,0.9725446701049805,0.08644243329763412
17,fine_tuning,0.973437488079071,0.0828082263469696
18,fine_tuning,0.9779017567634583,0.07357347011566162
19,fine_tuning,0.9725446701049805,0.08032628893852234
20,fine_tuning,0.9736607074737549,0.0784783884882927
