stage_epoch,stage,accuracy,loss
1,frozen_head,0.7071428298950195,0.7587777972221375
2,frozen_head,0.8332589268684387,0.4351224899291992
3,frozen_head,0.8687499761581421,0.35257911682128906
4,frozen_head,0.8819196224212646,0.3153475821018219
5,frozen_head,0.8899553418159485,0.28921377658843994
6,frozen_head,0.9017857313156128,0.26742324233055115
7,frozen_head,0.9058035612106323,0.25321274995803833
8,frozen_head,0.9167410731315613,0.2396325320005417
9,frozen_head,0.9183035492897034,0.22192203998565674
10,frozen_head,0.9214285612106323,0.21432098746299744
11,frozen_head,0.9243303537368774,0.20332150161266327
12,frozen_head,0.9252232313156128,0.19739803671836853
13,frozen_head,0.9299107193946838,0.1893547922372818
1,fine_tuning,0.9363839030265808,0.18517465889453888
2,fine_tuning,0.9763392806053162,0.07986422628164291
3,fine_tuning,0.9881696701049805,0.03826621547341347
