,precision,recall,f1-score,support
glioma,0.9010989010989011,0.8785714285714286,0.8896925858951176,280.0
meningioma,0.8315789473684211,0.8464285714285714,0.8389380530973451,280.0
notumor,0.9736842105263158,0.925,0.9487179487179487,280.0
pituitary,0.902027027027027,0.9535714285714286,0.9270833333333334,280.0
accuracy,0.9008928571428572,0.9008928571428572,0.9008928571428572,0.9008928571428572
macro avg,0.9020972715051663,0.9008928571428573,0.9011079802609362,1120.0
weighted avg,0.9020972715051662,0.9008928571428572,0.9011079802609362,1120.0
