rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,5,4,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,7,0.1474989503622055,12,0.20393623411655426,7,0.1474989503622055,0.9642857142857143,0.9642857142857144,0.9645076232247285,0.9642857142857144,0.964280326973911,0.14749896013796748,126.32599812699846,119.75915298600012,268.64172931400026,23
2,ResNet50,5,4,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,7,0.13511338829994202,14,0.2406993806362152,7,0.13511338829994202,0.9598214285714286,0.9598214285714286,0.9601754643116706,0.9598214285714286,0.9598742141363288,0.13511342865460121,94.13039944999991,84.51272190600002,182.5156027600001,23
3,ResNet50,5,4,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,7,0.14411629736423492,15,0.24877320230007172,7,0.14411629736423492,0.9598214285714286,0.9598214285714286,0.9600423430562426,0.9598214285714286,0.9598060807890103,0.1441163305717193,75.35106337399975,65.24168996099979,144.48103012900037,23
4,ResNet50,5,4,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,7,0.14527307450771332,14,0.21846313774585724,7,0.14527307450771332,0.9553571428571429,0.9553571428571428,0.9554307694517872,0.9553571428571428,0.9553654547404548,0.14527309582656736,72.55936259000009,66.46897363200014,143.68944926699987,23
5,ResNet50,5,4,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,5,0.15646561980247498,12,0.20393623411655426,5,0.15646561980247498,0.9553571428571429,0.9553571428571428,0.9552339950570038,0.9553571428571428,0.9552765321375186,0.1564656234715495,139.2344995469998,104.67713200499998,275.232885355,23
6,ResNet50,5,4,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,4,0.13339902460575104,15,0.22813545167446136,4,0.13339902460575104,0.953125,0.953125,0.9540366259116259,0.953125,0.9533887704884264,0.13339901141451507,139.0254696789998,90.05776999,249.62075364099996,23
7,ResNet50,5,4,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,8,0.1596195250749588,14,0.21846313774585724,8,0.1596195250749588,0.953125,0.953125,0.9532018783954626,0.953125,0.9531541835717845,0.15961951796592605,72.0478458030002,70.00430374500002,145.90643160000036,23
8,ResNet50,5,4,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,4,0.15136703848838806,14,0.21528078615665436,4,0.15136703848838806,0.953125,0.953125,0.9532205349959775,0.953125,0.9531437687687688,0.15136706627752775,91.56417206999981,62.880846180999924,172.2075084070002,23
9,ResNet50,5,4,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,8,0.16173149645328522,14,0.2406993806362152,8,0.16173149645328522,0.953125,0.953125,0.9531799505803931,0.953125,0.9531236593736594,0.1617315079349909,96.40558022799996,93.65463668099983,194.79321093,23
10,ResNet50,5,4,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,5,0.15716256201267242,15,0.22813545167446136,5,0.15716256201267242,0.9486607142857143,0.9486607142857143,0.9491744653249079,0.9486607142857143,0.9487004710148814,0.1571625410836088,137.9132176779999,102.93338856200012,244.92432652399998,23
11,ResNet50,5,4,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,11,0.16413024067878723,15,0.24877320230007172,11,0.16413024067878723,0.9464285714285714,0.9464285714285714,0.9469067691544756,0.9464285714285714,0.9465827129173946,0.16413027372999167,75.48563399099976,87.28629918200022,167.11501932700003,23
12,ResNet50,5,4,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,3,0.16760385036468506,14,0.21528078615665436,3,0.16760385036468506,0.9397321428571429,0.9397321428571429,0.9403963692756797,0.9397321428571429,0.939917976760082,0.16760385377853662,95.37734153500014,55.2626221419996,155.33743541900003,23
