stage_epoch,stage,accuracy,loss
1,frozen_head,0.7587053775787354,0.6372489929199219
2,frozen_head,0.862500011920929,0.37123197317123413
3,frozen_head,0.8881696462631226,0.3023492991924286
4,frozen_head,0.8939732313156128,0.28008875250816345
5,frozen_head,0.9006696343421936,0.2631528973579407
6,frozen_head,0.9156249761581421,0.23052005469799042
7,frozen_head,0.9120535850524902,0.23180925846099854
8,frozen_head,0.9133928418159485,0.22284041345119476
9,frozen_head,0.9212053418159485,0.2167319655418396
10,frozen_head,0.9225446581840515,0.20505410432815552
11,frozen_head,0.9200893044471741,0.2136259526014328
12,frozen_head,0.9283482432365417,0.1894422322511673
1,fine_tuning,0.9379464387893677,0.16663622856140137
2,fine_tuning,0.9714285731315613,0.08116401731967926
3,fine_tuning,0.9881696701049805,0.03457431122660637
4,fine_tuning,0.9921875,0.02234160527586937
5,fine_tuning,0.9970982074737549,0.01379762589931488
6,fine_tuning,0.9939731955528259,0.017079435288906097
7,fine_tuning,0.9962053298950195,0.012489784508943558
