mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
36.8067360719045,1.7656206877358218,19.78714696566264,0.6501449243363938,0.01,scale,"{'classifier__C': 0.01, 'classifier__gamma': 'scale'}",0.3898795429375581,0.556338757242633,0.6387418971934546,0.5283200657912153,0.10351136216034176,17
34.176964124043785,0.12585227288394932,19.557551701863606,0.25219339067727253,0.01,1e-05,"{'classifier__C': 0.01, 'classifier__gamma': 1e-05}",0.34237321027350187,0.5500424485807472,0.41878303849110277,0.4370662324484506,0.08576065345187682,19
34.52838325500488,1.367711417178661,19.33466951052348,0.6862989293057706,0.01,0.0001,"{'classifier__C': 0.01, 'classifier__gamma': 0.0001}",0.3564796008524123,0.5832613243982688,0.5912604856348547,0.510333803628512,0.10884035228726556,18
35.76574722925822,0.15812923342920762,20.068018198013306,0.15933705813100807,0.01,0.001,"{'classifier__C': 0.01, 'classifier__gamma': 0.001}",0.31383235385091246,0.4394334859526735,0.37509339004660125,0.37611974328339576,0.05128158309462255,22
34.14303922653198,1.8972403960934654,19.217024087905884,0.25675590729334813,0.01,0.01,"{'classifier__C': 0.01, 'classifier__gamma': 0.01}",0.1326556779554668,0.12431280850486945,0.1229425496115081,0.1266370120239481,0.004292447402521987,24
19.516995588938396,0.9897707015537056,16.234862248102825,0.28293042086356357,0.1,scale,"{'classifier__C': 0.1, 'classifier__gamma': 'scale'}",0.8333677486636214,0.8417947146071806,0.8276392922700441,0.8342672518469487,0.005813824035193347,12
32.63507906595866,0.33044025858884113,20.64139437675476,0.4631757331395172,0.1,1e-05,"{'classifier__C': 0.1, 'classifier__gamma': 1e-05}",0.3650120510939996,0.5809908896175103,0.6990461041980931,0.5483496816365343,0.13830828729600186,16
23.750856637954712,0.4704909156289979,16.74617099761963,0.311170871735502,0.1,0.0001,"{'classifier__C': 0.1, 'classifier__gamma': 0.0001}",0.8133141931133822,0.8180506606151906,0.8030321415506272,0.8114656650930666,0.006269065353228895,14
28.067694187164307,0.5989273380035837,18.55402382214864,0.5727391067157962,0.1,0.001,"{'classifier__C': 0.1, 'classifier__gamma': 0.001}",0.7568922908729683,0.7484989919225199,0.7473154508978703,0.7509022445644528,0.0042630727120921245,15
32.32726375261942,0.7769889225034899,19.995869954427082,0.3739524378805335,0.1,0.01,"{'classifier__C': 0.1, 'classifier__gamma': 0.01}",0.1326556779554668,0.12431280850486945,0.1229425496115081,0.1266370120239481,0.004292447402521987,24
12.680151224136353,0.8835055707465488,12.634608507156372,0.2658593061018322,1.0,scale,"{'classifier__C': 1, 'classifier__gamma': 'scale'}",0.9253380570067542,0.9284514705197933,0.9283278489848061,0.9273724588371178,0.0014394243470958387,6
18.494341770807903,0.5879403272549121,16.192865053812664,0.20465491895882332,1.0,1e-05,"{'classifier__C': 1, 'classifier__gamma': 1e-05}",0.8295399028762601,0.8302515447171233,0.8205261735379659,0.8267725403771164,0.0044263930044184194,13
11.565905650456747,0.9061674031847804,11.112530946731567,0.5789427389083998,1.0,0.0001,"{'classifier__C': 1, 'classifier__gamma': 0.0001}",0.8984038873834195,0.9066407094448172,0.9009879321315669,0.9020108429866012,0.003439580340757907,11
25.744735956192017,1.0537527841059542,15.06366515159607,0.2469443039926052,1.0,0.001,"{'classifier__C': 1, 'classifier__gamma': 0.001}",0.9134246185387147,0.9166494673204524,0.9160065774098812,0.9153602210896827,0.0013936151515068311,9
32.279699087142944,0.7749140407950901,19.30174469947815,0.19316207434392307,1.0,0.01,"{'classifier__C': 1, 'classifier__gamma': 0.01}",0.42057480101637706,0.325271782242284,0.37882888344391014,0.3748918222341904,0.03900676595233699,23
14.671427488327026,0.46301826436718446,12.30231261253357,0.8311413128748605,10.0,scale,"{'classifier__C': 10, 'classifier__gamma': 'scale'}",0.9367071741822942,0.941364526596737,0.93895456714453,0.9390087559745203,0.001901742218782688,1
9.428189992904663,0.8293287458993602,10.093368291854858,0.6285652313656249,10.0,1e-05,"{'classifier__C': 10, 'classifier__gamma': 1e-05}",0.8997385593818767,0.9093172678104847,0.9051080756170449,0.9047213009364689,0.0039200433484186895,10
7.494343678156535,0.6776739160757661,8.760797341664633,0.5809860314350506,10.0,0.0001,"{'classifier__C': 10, 'classifier__gamma': 0.0001}",0.9352685120336747,0.9419537241939739,0.9350917000511321,0.9374379787595936,0.0031939299971861313,4
25.649200836817425,0.9493189570831244,15.66223692893982,0.375605871494849,10.0,0.001,"{'classifier__C': 10, 'classifier__gamma': 0.001}",0.925480422572833,0.9267530885686903,0.9269587331728324,0.9263974147714519,0.0006538238524501389,7
33.721635818481445,0.5591327368685476,20.21870493888855,0.6361516753188233,10.0,0.01,"{'classifier__C': 10, 'classifier__gamma': 0.01}",0.4534811277549241,0.36602347788625866,0.4145016375115552,0.411335414384246,0.03577456132324989,20
17.672457138697307,1.9210820264819222,13.534103075663248,0.27793762052787474,100.0,scale,"{'classifier__C': 100, 'classifier__gamma': 'scale'}",0.9367071741822942,0.941364526596737,0.93895456714453,0.9390087559745203,0.001901742218782688,1
7.398235082626343,0.15697707966796356,8.965758244196573,0.4020607620527814,100.0,1e-05,"{'classifier__C': 100, 'classifier__gamma': 1e-05}",0.9310778169140896,0.9379394519175457,0.930380907807502,0.933132725546379,0.003410755965194249,5
8.674235343933105,0.3192767730557119,9.69258220990499,0.48537447147314533,100.0,0.0001,"{'classifier__C': 100, 'classifier__gamma': 0.0001}",0.9380132494781414,0.9412832249024639,0.9330201383102965,0.9374388708969672,0.003397752499648126,3
30.355502525965374,0.2528085568871834,16.23964762687683,0.2655735180573822,100.0,0.001,"{'classifier__C': 100, 'classifier__gamma': 0.001}",0.925480422572833,0.9267530885686903,0.9269587331728324,0.9263974147714519,0.0006538238524501389,7
35.58532611529032,1.4866292506439713,17.576797246932983,4.521789124689396,100.0,0.01,"{'classifier__C': 100, 'classifier__gamma': 0.01}",0.4534811277549241,0.36602347788625866,0.4145016375115552,0.411335414384246,0.03577456132324989,20
