stage_epoch,stage,accuracy,loss
1,frozen_head,0.7555803656578064,0.6373924612998962
2,frozen_head,0.8479910492897034,0.41395077109336853
3,frozen_head,0.8687499761581421,0.3668014109134674
4,frozen_head,0.8741071224212646,0.33427685499191284
5,frozen_head,0.8872767686843872,0.31519976258277893
6,frozen_head,0.8941964507102966,0.29305028915405273
7,frozen_head,0.8968750238418579,0.28503623604774475
8,frozen_head,0.8948660492897034,0.28032341599464417
9,frozen_head,0.9049107432365417,0.25739791989326477
10,frozen_head,0.9104910492897034,0.25770294666290283
11,frozen_head,0.9049107432365417,0.2530982792377472
12,frozen_head,0.9042410850524902,0.26074695587158203
13,frozen_head,0.9129464030265808,0.24314188957214355
14,frozen_head,0.9133928418159485,0.23826813697814941
15,frozen_head,0.9066964387893677,0.24164870381355286
1,fine_tuning,0.9136160612106323,0.2243279665708542
2,fine_tuning,0.9176339507102966,0.21242235600948334
3,fine_tuning,0.9261160492897034,0.1970146894454956
4,fine_tuning,0.934374988079071,0.18315401673316956
5,fine_tuning,0.9330357313156128,0.18245579302310944
6,fine_tuning,0.9325892925262451,0.17945997416973114
7,fine_tuning,0.9372767806053162,0.16799667477607727
8,fine_tuning,0.9428571462631226,0.15590183436870575
9,fine_tuning,0.9453125,0.14831030368804932
10,fine_tuning,0.9459821581840515,0.14717674255371094
11,fine_tuning,0.9520089030265808,0.13856767117977142
12,fine_tuning,0.9524553418159485,0.14125917851924896
13,fine_tuning,0.9555803537368774,0.12275835871696472
14,fine_tuning,0.9522321224212646,0.12977394461631775
15,fine_tuning,0.9602678418159485,0.11935178190469742
16,fine_tuning,0.9593750238418579,0.11906532198190689
17,fine_tuning,0.9642857313156128,0.10752204805612564
18,fine_tuning,0.9642857313156128,0.10437504202127457
19,fine_tuning,0.9595982432365417,0.10913959890604019
20,fine_tuning,0.9676339030265808,0.09387557953596115
