,precision,recall,f1-score,support
glioma,0.8974358974358975,0.875,0.8860759493670886,280.0
meningioma,0.8485915492957746,0.8607142857142858,0.8546099290780141,280.0
notumor,0.9888475836431226,0.95,0.9690346083788707,280.0
pituitary,0.9319727891156463,0.9785714285714285,0.9547038327526133,280.0
accuracy,0.9160714285714285,0.9160714285714285,0.9160714285714285,0.9160714285714285
macro avg,0.9167119548726103,0.9160714285714286,0.9161060798941467,1120.0
weighted avg,0.9167119548726101,0.9160714285714285,0.9161060798941467,1120.0
