stage_epoch,stage,accuracy,loss
1,frozen_head,0.7803571224212646,0.5751516819000244
2,frozen_head,0.8587053418159485,0.38330429792404175
3,frozen_head,0.8783482313156128,0.33225196599960327
4,frozen_head,0.8854910731315613,0.31089916825294495
5,frozen_head,0.8870535492897034,0.29619431495666504
6,frozen_head,0.8962053656578064,0.28065505623817444
7,frozen_head,0.8979910612106323,0.2727419137954712
8,frozen_head,0.9020089507102966,0.2655169665813446
9,frozen_head,0.9002231955528259,0.2569756507873535
10,frozen_head,0.9095982313156128,0.24532906711101532
11,frozen_head,0.9037946462631226,0.2508893311023712
12,frozen_head,0.9058035612106323,0.24835388362407684
13,frozen_head,0.9082589149475098,0.24053429067134857
1,fine_tuning,0.9116071462631226,0.22748498618602753
2,fine_tuning,0.9272321462631226,0.20108002424240112
3,fine_tuning,0.9308035969734192,0.18576352298259735
4,fine_tuning,0.9352678656578064,0.1698044091463089
5,fine_tuning,0.9430803656578064,0.15937723219394684
6,fine_tuning,0.9386160969734192,0.16313278675079346
7,fine_tuning,0.9462053775787354,0.14478299021720886
8,fine_tuning,0.9477678537368774,0.1415501981973648
9,fine_tuning,0.9529017806053162,0.12985338270664215
10,fine_tuning,0.9564732313156128,0.12673339247703552
11,fine_tuning,0.9600446224212646,0.11443392932415009
12,fine_tuning,0.9593750238418579,0.10781077295541763
13,fine_tuning,0.9642857313156128,0.10553156584501266
14,fine_tuning,0.9660714268684387,0.0987362489104271
15,fine_tuning,0.96875,0.09339026361703873
16,fine_tuning,0.9691964387893677,0.08662834763526917
17,fine_tuning,0.9723214507102966,0.08330507576465607
18,fine_tuning,0.9736607074737549,0.08201759308576584
19,fine_tuning,0.9758928418159485,0.07406024634838104
20,fine_tuning,0.9790178537368774,0.07094643265008926
