index,precision,recall,f1-score,support
glioma,0.8287671232876712,0.8642857142857143,0.8461538461538461,280.0
meningioma,0.8416988416988417,0.7785714285714286,0.8089053803339518,280.0
notumor,0.9640287769784173,0.9571428571428572,0.9605734767025089,280.0
pituitary,0.8969072164948454,0.9321428571428572,0.9141856392294221,280.0
accuracy,0.8830357142857143,0.8830357142857143,0.8830357142857143,0.8830357142857143
macro avg,0.882850489614944,0.8830357142857144,0.8824545856049322,1120.0
weighted avg,0.8828504896149438,0.8830357142857143,0.8824545856049322,1120.0
