stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,25,1,72,0.8198955015847837,0.0038672181574751,65.08186229993589,3,gini,,5,1,0.2,False
1,25,2,1,0.8196228678184867,0.0095936808650201,17.69337110000197,3,gini,,2,2,0.05,False
1,25,3,91,0.8187529517120448,0.0077020074666028,30.893852499953937,3,gini,40.0,20,2,0.1,False
1,25,4,5,0.8180797441099035,0.0081347494174505,91.25429920002352,3,entropy,80.0,10,4,0.2,False
1,25,5,68,0.8161816147467126,0.0114678181590656,28.757067500031557,3,gini,,2,4,0.1,False
1,25,6,81,0.8161816147467126,0.0114678181590656,28.711165000044275,3,gini,60.0,2,4,0.1,False
1,25,7,48,0.8155374878953339,0.0031482909413405,91.88129749993097,3,entropy,80.0,2,4,0.2,False
1,25,8,9,0.8143523017330808,0.0073151510862357,47.06735880003544,3,entropy,,20,2,0.1,False
1,25,9,87,0.8124859623067483,0.0012059032940426,61.35522760002641,3,gini,40.0,2,4,0.2,False
1,25,10,28,0.8118797782391539,0.0087242597398299,95.27708129992244,3,entropy,20.0,2,1,0.2,False
1,25,11,61,0.8106263614667236,0.0041942482402883,14.601175700023305,3,gini,40.0,2,4,0.05,False
1,25,12,27,0.8093982548553379,0.0056710017190341,63.538767100078985,3,gini,,2,2,0.2,False
1,25,13,7,0.8083950176174787,0.0095954934551319,93.55912819999504,3,entropy,40.0,20,1,0.2,False
1,25,14,60,0.8079741340805935,0.0143770210275483,85.7600408999715,3,entropy,60.0,20,8,0.2,False
1,25,15,10,0.8066686079023505,0.0138940895681594,9.912352600018494,3,entropy,20.0,10,4,0.02,False
1,25,16,69,0.8065746580413075,0.0085921735222284,10.415405700041449,3,entropy,20.0,5,4,0.02,False
1,25,17,59,0.8065079174242614,0.0134844234251825,29.161994599970058,3,entropy,40.0,2,1,0.1,True
1,25,18,65,0.8060181728960932,0.0131478878149806,26.074853299942333,3,gini,,20,8,0.1,False
1,25,19,16,0.8059877071673315,0.0058783172508301,6.730802199977916,3,gini,,20,1,0.02,False
1,25,20,41,0.8047614861250244,0.0069299478012332,43.35520299995551,3,entropy,,20,8,0.1,False
1,25,21,58,0.804213346326032,0.0052673805544876,17.306242800026666,3,gini,20.0,2,4,0.1,True
1,25,22,49,0.8032339053715171,0.0020246989844063,4.378275800030679,3,gini,60.0,5,2,sqrt,False
1,25,23,84,0.8032175533937153,0.0091180712095566,52.048812000022735,3,gini,40.0,20,8,0.2,False
1,25,24,8,0.8030111275158581,0.00375066621017,17.32081649993779,3,gini,60.0,5,4,0.1,True
