index,precision,recall,f1-score,support
glioma,0.8309352517985612,0.825,0.8279569892473119,280.0
meningioma,0.8372093023255814,0.7714285714285715,0.8029739776951673,280.0
notumor,0.9852941176470589,0.9571428571428572,0.9710144927536232,280.0
pituitary,0.842948717948718,0.9392857142857143,0.8885135135135135,280.0
accuracy,0.8732142857142857,0.8732142857142857,0.8732142857142857,0.8732142857142857
macro avg,0.87409684742998,0.8732142857142857,0.872614743302404,1120.0
weighted avg,0.8740968474299798,0.8732142857142857,0.8726147433024039,1120.0
