,precision,recall,f1-score,support
glioma,0.9598540145985401,0.9392857142857143,0.9494584837545126,280.0
meningioma,0.9219858156028369,0.9285714285714286,0.9252669039145908,280.0
notumor,0.989247311827957,0.9857142857142858,0.9874776386404294,280.0
pituitary,0.9649122807017544,0.9821428571428571,0.9734513274336283,280.0
accuracy,0.9589285714285715,0.9589285714285715,0.9589285714285715,0.9589285714285715
macro avg,0.9589998556827721,0.9589285714285715,0.9589135884357902,1120.0
weighted avg,0.9589998556827721,0.9589285714285715,0.9589135884357903,1120.0
