rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,4,4,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,9,0.14018619060516357,14,0.21898087859153748,9,0.14018619060516357,0.9665178571428571,0.9665178571428571,0.9668896889437179,0.9665178571428571,0.9666556409181116,0.14018624940477556,125.35828623199995,141.1525165309995,280.135486520001,23
2,ResNet50,4,4,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,6,0.13649316132068634,14,0.20419944822788239,6,0.13649316132068634,0.9553571428571429,0.9553571428571428,0.9566875640136121,0.9553571428571428,0.9556813809507153,0.1364931798824661,129.0418259449998,109.53681373899963,252.86353406099988,23
3,ResNet50,4,4,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,4,0.15774750709533691,7,0.2241877317428589,4,0.15774750709533691,0.9508928571428571,0.9508928571428571,0.9514710297896138,0.9508928571428571,0.9509636432780537,0.15774752582871526,61.60511338499964,60.316588992000106,125.55065326799922,23
4,ResNet50,4,4,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,4,0.15670107305049896,15,0.22882816195487976,4,0.15670107305049896,0.9464285714285714,0.9464285714285714,0.9470180156803549,0.9464285714285714,0.9464241701180827,0.15670107560165616,93.88490354199894,61.759432587001356,166.69299625799977,23
5,ResNet50,4,4,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,4,0.17624911665916443,7,0.2241877317428589,4,0.17624911665916443,0.9441964285714286,0.9441964285714286,0.9467284001414283,0.9441964285714286,0.9448641445015338,0.17624913706075127,61.6101188979992,62.03163680399848,137.6901610240002,23
6,ResNet50,4,4,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,3,0.17263410985469818,14,0.20419944822788239,3,0.17263410985469818,0.9441964285714286,0.9441964285714286,0.9446963867221658,0.9441964285714286,0.9443614980619386,0.17263413594001673,131.47080866399847,75.87686053499965,211.16270483600056,23
7,ResNet50,4,4,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,4,0.16972680389881134,15,0.24953491985797882,4,0.16972680389881134,0.9419642857142857,0.9419642857142858,0.9438849526890218,0.9419642857142858,0.9424498170176016,0.1697268039366888,73.29108174100111,46.54499312199914,123.38333378700008,23
8,ResNet50,4,4,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,4,0.17840899527072906,15,0.22882816195487976,4,0.17840899527072906,0.9397321428571429,0.9397321428571428,0.9415585871974471,0.9397321428571428,0.9402665326436478,0.17840900210395022,93.14620459300022,61.496772111999235,158.29106982099984,23
9,ResNet50,4,4,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,3,0.1741061955690384,14,0.21898087859153748,3,0.1741061955690384,0.9397321428571429,0.9397321428571429,0.9402514687329595,0.9397321428571429,0.9398968034706283,0.17410621177104188,127.66713445499954,74.38024000199948,205.79585771600068,23
10,ResNet50,4,4,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,5,0.1845494955778122,8,0.24012421071529388,5,0.1845494955778122,0.9375,0.9375,0.9401965932686271,0.9375,0.9381294832381789,0.18454950070153833,53.40113396199922,51.838190380000015,110.02812147000077,23
11,ResNet50,4,4,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,3,0.16341497004032135,8,0.24012421071529388,3,0.16341497004032135,0.9375,0.9375,0.938760374086461,0.9375,0.9378202751598862,0.16341498047893604,52.00640551400102,40.189380499001345,95.75537259599878,23
12,ResNet50,4,4,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,6,0.18273961544036865,15,0.24953491985797882,6,0.18273961544036865,0.9352678571428571,0.9352678571428572,0.9378369736324281,0.9352678571428572,0.935955365706681,0.18273962352598855,73.73272061599891,59.13868045599884,136.45433985599993,23
