,precision,recall,f1-score,support
glioma,0.9744525547445255,0.9535714285714286,0.9638989169675091,280.0
meningioma,0.9347826086956522,0.9214285714285714,0.9280575539568345,280.0
notumor,0.975177304964539,0.9821428571428571,0.9786476868327402,280.0
pituitary,0.9548611111111112,0.9821428571428571,0.9683098591549296,280.0
accuracy,0.9598214285714286,0.9598214285714286,0.9598214285714286,0.9598214285714286
macro avg,0.9598183948789569,0.9598214285714286,0.9597285042280033,1120.0
weighted avg,0.959818394878957,0.9598214285714286,0.9597285042280033,1120.0
