stage_epoch,stage,accuracy,loss
1,frozen_head,0.6997767686843872,0.730002760887146
2,frozen_head,0.8343750238418579,0.43642720580101013
3,frozen_head,0.8685267567634583,0.3589237630367279
4,frozen_head,0.8794642686843872,0.3192843794822693
5,frozen_head,0.895312488079071,0.28142860531806946
6,frozen_head,0.9006696343421936,0.26795679330825806
7,frozen_head,0.9082589149475098,0.24870099127292633
8,frozen_head,0.9138392806053162,0.23702897131443024
9,frozen_head,0.9216517806053162,0.212479829788208
10,frozen_head,0.9203125238418579,0.21221721172332764
11,frozen_head,0.9285714030265808,0.20015926659107208
12,frozen_head,0.9314731955528259,0.1919797658920288
13,frozen_head,0.9308035969734192,0.18897557258605957
14,frozen_head,0.9308035969734192,0.1879228800535202
1,fine_tuning,0.932812511920929,0.17673109471797943
2,fine_tuning,0.9741071462631226,0.0735078975558281
3,fine_tuning,0.9863839149475098,0.0435747429728508
4,fine_tuning,0.9944196343421936,0.02189931645989418
5,fine_tuning,0.9975446462631226,0.012141709215939045
6,fine_tuning,0.9973214268684387,0.010531889274716377
7,fine_tuning,0.9957589507102966,0.01306752860546112
8,fine_tuning,0.9973214268684387,0.009936464950442314
9,fine_tuning,0.9984375238418579,0.006668162532150745
