index,precision,recall,f1-score,support
glioma,0.8605577689243028,0.7714285714285715,0.8135593220338984,280.0
meningioma,0.8072727272727273,0.7928571428571428,0.8,280.0
notumor,0.9385665529010239,0.9821428571428571,0.9598603839441536,280.0
pituitary,0.8637873754152824,0.9285714285714286,0.8950086058519794,280.0
accuracy,0.86875,0.86875,0.86875,0.86875
macro avg,0.867546106128334,0.8687499999999999,0.8671070779575079,1120.0
weighted avg,0.8675461061283342,0.86875,0.8671070779575079,1120.0
