rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,7,4,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,9,0.16819225251674652,14,0.23922201991081238,9,0.16819225251674652,0.9620535714285714,0.9620535714285714,0.9625307802081258,0.9620535714285714,0.9621472422726947,0.16730796949806917,134.73777222900026,142.5237448529997,281.1048296449999,23
2,ResNet50,7,4,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,5,0.18205465376377106,14,0.23088033497333527,5,0.18205465376377106,0.953125,0.953125,0.9534354258331936,0.953125,0.9529907574664609,0.18205464526199786,123.90846700899965,94.03523671600033,222.54523542700008,23
3,ResNet50,7,4,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,4,0.19207695126533508,14,0.24171900749206543,4,0.19207695126533508,0.9486607142857143,0.9486607142857142,0.9492380721323302,0.9486607142857142,0.9488306122452612,0.19207698080647642,87.55799076999938,60.7070253210004,152.9005279360008,23
4,ResNet50,7,4,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,7,0.2040823996067047,14,0.2564699351787567,7,0.2040823996067047,0.9464285714285714,0.9464285714285714,0.9468144606477163,0.9464285714285714,0.9465748521647566,0.20408240596245214,94.96271858099999,84.00121430100012,193.70248668599993,23
5,ResNet50,7,4,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,6,0.1856509894132614,14,0.2564699351787567,6,0.1856509894132614,0.9441964285714286,0.9441964285714286,0.9463358698055095,0.9441964285714286,0.9445616423245893,0.18565101025460207,92.66393666299973,75.08260119700026,171.4264990370002,23
6,ResNet50,7,4,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,7,0.21331726014614105,14,0.24171900749206543,7,0.21331726014614105,0.9419642857142857,0.9419642857142857,0.9424225323840913,0.9419642857142857,0.9420987347203043,0.2133172649449686,87.71645380900009,82.84630161199948,175.32192667300023,23
7,ResNet50,7,4,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,3,0.19303704798221588,15,0.2645883858203888,3,0.19303704798221588,0.9419642857142857,0.9419642857142857,0.9423381076789716,0.9419642857142857,0.9418699974608143,0.19303703438960332,72.70334837199994,41.60396676899995,127.9107199550001,23
8,ResNet50,7,4,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,2,0.18607230484485626,15,0.2295110523700714,2,0.18607230484485626,0.9397321428571429,0.9397321428571429,0.9399309330501991,0.9397321428571429,0.9396691348700186,0.18607226317426656,70.56385109299981,36.12129334500014,120.93977195900015,23
9,ResNet50,7,4,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,6,0.19794690608978271,15,0.2295110523700714,6,0.19794690608978271,0.9375,0.9375,0.9378014024753156,0.9375,0.9375856670321913,0.19794692706653327,71.246423048,56.35854654400009,131.298587365,23
10,ResNet50,7,4,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,3,0.20167496800422668,14,0.23922201991081238,3,0.20167496800422668,0.9352678571428571,0.9352678571428571,0.9355159535601201,0.9352678571428571,0.9353343388637507,0.20167495887315276,123.44441693200042,74.42068212499998,201.68613905200073,23
11,ResNet50,7,4,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,10,0.2040952742099762,15,0.2645883858203888,10,0.2040952742099762,0.9330357142857143,0.9330357142857143,0.9340903904243697,0.9330357142857143,0.9332714679495888,0.20409528524242054,73.27097812900001,79.27967143499995,166.4313968439999,23
12,ResNet50,7,4,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,3,0.20795200765132904,14,0.23088033497333527,3,0.20795200765132904,0.9330357142857143,0.9330357142857142,0.9334172333081627,0.9330357142857142,0.9331605785041497,0.20795207067142993,124.1136579110007,72.8371411320004,201.5501592820001,23
