stage_epoch,stage,accuracy,loss
1,frozen_head,0.7006696462631226,0.7501908540725708
2,frozen_head,0.8395089507102966,0.4329241216182709
3,frozen_head,0.8660714030265808,0.3532894551753998
4,frozen_head,0.8841517567634583,0.3116731345653534
5,frozen_head,0.9029017686843872,0.2739168405532837
6,frozen_head,0.9002231955528259,0.2739481031894684
7,frozen_head,0.9084821343421936,0.2453971803188324
8,frozen_head,0.9140625,0.23775029182434082
9,frozen_head,0.9149553775787354,0.2249535173177719
10,frozen_head,0.9162946343421936,0.2167588323354721
11,frozen_head,0.9203125238418579,0.20808593928813934
12,frozen_head,0.9261160492897034,0.20166535675525665
13,frozen_head,0.9247767925262451,0.19753096997737885
14,frozen_head,0.9305803775787354,0.1912776082754135
15,frozen_head,0.9321428537368774,0.1911952942609787
1,fine_tuning,0.9372767806053162,0.1703968495130539
2,fine_tuning,0.9750000238418579,0.07340637594461441
3,fine_tuning,0.9866071343421936,0.03721845522522926
4,fine_tuning,0.9957589507102966,0.016792457550764084
5,fine_tuning,0.995312511920929,0.01573060266673565
