,precision,recall,f1-score,support
glioma,0.9628252788104089,0.925,0.9435336976320583,280.0
meningioma,0.906896551724138,0.9392857142857143,0.9228070175438596,280.0
notumor,0.9891696750902527,0.9785714285714285,0.9838420107719928,280.0
pituitary,0.9577464788732394,0.9714285714285714,0.9645390070921985,280.0
accuracy,0.9535714285714286,0.9535714285714286,0.9535714285714286,0.9535714285714286
macro avg,0.9541594961245098,0.9535714285714286,0.9536804332600274,1120.0
weighted avg,0.9541594961245096,0.9535714285714286,0.9536804332600273,1120.0
