stage_epoch,stage,accuracy,loss,val_accuracy,val_loss,learning_rate
1,frozen_head,0.730654776096344,0.6791142821311951,0.859375,0.4096035957336426,0.0010000000474974513
2,frozen_head,0.848710298538208,0.4078923165798187,0.8549107313156128,0.33580365777015686,0.0010000000474974513
3,frozen_head,0.8807043433189392,0.3236984610557556,0.8883928656578064,0.31195417046546936,0.0010000000474974513
4,frozen_head,0.8938491940498352,0.28703635931015015,0.8973214030265808,0.27788248658180237,0.0010000000474974513
5,frozen_head,0.9092261791229248,0.25330623984336853,0.9040178656578064,0.24643740057945251,0.0010000000474974513
6,frozen_head,0.9064980149269104,0.2428065985441208,0.9084821343421936,0.24080300331115723,0.0010000000474974513
7,frozen_head,0.9166666865348816,0.23103056848049164,0.8995535969734192,0.24372880160808563,0.0010000000474974513
8,frozen_head,0.919394850730896,0.2122020572423935,0.8995535969734192,0.2941165864467621,0.0010000000474974513
9,frozen_head,0.929315447807312,0.1978084295988083,0.9040178656578064,0.22462864220142365,0.00020000000949949026
10,frozen_head,0.9317956566810608,0.19328632950782776,0.9151785969734192,0.21565552055835724,0.00020000000949949026
11,frozen_head,0.93129962682724,0.1855834722518921,0.9084821343421936,0.2223847210407257,0.00020000000949949026
12,frozen_head,0.9340277910232544,0.17894062399864197,0.9107142686843872,0.21862387657165527,0.00020000000949949026
13,frozen_head,0.9372519850730896,0.18186938762664795,0.9151785969734192,0.21566779911518097,4.0000002627493814e-05
1,fine_tuning,0.9288194179534912,0.1916171908378601,0.9151785969734192,0.2298290878534317,9.999999747378752e-06
2,fine_tuning,0.9667658805847168,0.09971943497657776,0.9464285969734192,0.1598447561264038,9.999999747378752e-06
3,fine_tuning,0.9813988208770752,0.060840580612421036,0.9486607313156128,0.14831097424030304,9.999999747378752e-06
4,fine_tuning,0.9890872836112976,0.03894001990556717,0.9486607313156128,0.15135420858860016,9.999999747378752e-06
5,fine_tuning,0.9935516119003296,0.02018939144909382,0.9508928656578064,0.1613878756761551,9.999999747378752e-06
6,fine_tuning,0.9980158805847168,0.01018249150365591,0.9575892686843872,0.14850358664989471,1.9999999949504854e-06
