index,precision,recall,f1-score,support
glioma,0.8426966292134831,0.8035714285714286,0.8226691042047533,280.0
meningioma,0.7862318840579711,0.775,0.7805755395683454,280.0
notumor,0.9535714285714286,0.9535714285714286,0.9535714285714286,280.0
pituitary,0.8484848484848485,0.9,0.8734835355285961,280.0
accuracy,0.8580357142857142,0.8580357142857142,0.8580357142857142,0.8580357142857142
macro avg,0.8577461975819328,0.8580357142857143,0.8575749019682808,1120.0
weighted avg,0.8577461975819328,0.8580357142857142,0.8575749019682808,1120.0
