stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,25,1,29,0.8225515140433531,0.0119778633977482,29.68184239999391,3,gini,20.0,20,1,0.1,False
1,25,2,13,0.8197338185080253,0.009234131243687,45.35764949998702,3,entropy,,2,2,0.1,False
1,25,3,68,0.8194665610184036,0.0034810716071536,29.64979850000236,3,gini,,5,2,0.1,False
1,25,4,61,0.819358957767618,0.0089435068825925,15.665084800013574,3,gini,80.0,5,1,0.05,False
1,25,5,15,0.819112343364813,0.012640731596887,45.71423230000073,3,entropy,60.0,2,1,0.1,False
1,25,6,83,0.8184898549110274,0.0079506515765882,30.25138830000651,3,gini,60.0,5,1,0.1,False
1,25,7,36,0.8177264215227055,0.0033104065334308,23.81077370003913,3,entropy,40.0,10,2,0.05,False
1,25,8,52,0.8174037421199456,0.0061877334816443,28.80413320002845,3,gini,20.0,20,2,0.1,False
1,25,9,14,0.817089766773802,0.0040307896891988,89.61630589995184,3,entropy,,10,2,0.2,False
1,25,10,82,0.8167446260116012,0.0088745083192444,15.293728000018746,3,gini,40.0,10,2,0.05,False
1,25,11,65,0.8167003954200819,0.0091452186424539,27.36539259998244,3,gini,40.0,2,4,0.1,False
1,25,12,34,0.8165386812189164,0.0024988655999015,61.98943909999798,3,gini,20.0,2,1,0.2,False
1,25,13,37,0.8157352263092225,0.0089352273905229,30.89993990000221,3,gini,,2,1,0.1,False
1,25,14,77,0.8156904395188781,0.0009204039736379,27.834642900008475,3,gini,40.0,10,4,0.1,False
1,25,15,94,0.8156168553649793,0.0031107960817937,62.24693930000649,3,gini,40.0,10,1,0.2,False
1,25,16,70,0.8150830135099815,0.0081231508851561,24.2273083999462,3,gini,60.0,5,8,0.1,False
1,25,17,98,0.8145896290781908,0.0018516399977868,61.71870190001209,3,gini,20.0,5,1,0.2,False
1,25,18,28,0.8142431077743705,0.0022020134548181,12.88177770000766,3,gini,,2,8,0.05,False
1,25,19,10,0.8136076636043196,0.0060737764471296,24.136460399982752,3,entropy,20.0,5,1,0.05,False
1,25,20,7,0.8131763497146611,0.003129043684796,45.546555299981264,3,entropy,20.0,10,2,0.1,False
1,25,21,51,0.8125714837073542,0.0031135814711759,41.78364240002702,3,entropy,,2,8,0.1,False
1,25,22,76,0.8125714837073542,0.0031135814711759,42.72482199996011,3,entropy,40.0,10,8,0.1,False
1,25,23,46,0.8119309384243553,0.0024369017223922,46.18487440000172,3,entropy,,5,1,0.1,False
1,25,24,26,0.8119228860524208,0.0024508133332918,46.93902489996981,3,entropy,40.0,5,1,0.1,False
1,25,25,32,0.8119228860524208,0.0024508133332918,45.48675389998243,3,entropy,80.0,5,1,0.1,False
1,25,26,48,0.8115403452508015,0.0092275879216602,80.10720910000964,3,entropy,80.0,2,8,0.2,False
1,25,27,69,0.811085604326634,0.0078367206835592,89.31096259999322,3,entropy,,5,1,0.2,False
1,25,28,31,0.810723392515133,0.0133087788232467,22.659033100004308,3,entropy,80.0,20,4,0.05,False
1,25,29,8,0.8106217725242434,0.0085605972254501,60.23281260000658,3,gini,20.0,20,1,0.2,False
1,25,30,2,0.8106035100003021,0.0051362223729537,21.5610690000467,3,entropy,80.0,2,8,0.05,False
1,25,31,16,0.8106035100003021,0.0051362223729537,21.469315999973333,3,entropy,20.0,5,8,0.05,False
1,25,32,62,0.8106035100003021,0.0051362223729537,21.157125600002477,3,entropy,,5,8,0.05,False
1,25,33,90,0.8106035100003021,0.0051362223729537,21.09664590001921,3,entropy,60.0,5,8,0.05,False
1,25,34,49,0.8098266890713502,0.0103698135277516,23.93334560000221,3,entropy,80.0,2,1,0.05,False
1,25,35,80,0.8089062143092596,0.0057230546063605,15.29496969995671,3,gini,60.0,20,1,0.05,False
1,25,36,27,0.808479542967523,0.0129915599937916,56.30032200005371,3,gini,,20,4,0.2,False
1,25,37,5,0.8082305097725729,0.0031690689575662,23.749779300007503,3,entropy,60.0,5,2,0.05,False
1,25,38,47,0.8075050784584376,0.0115993766861224,28.145216799981423,3,entropy,20.0,10,1,0.1,True
1,25,39,23,0.8071707256708507,0.0053057443021419,50.2284556000086,3,gini,40.0,20,8,0.2,False
1,25,40,18,0.8061465791552859,0.0121328079473617,50.34809829998994,3,gini,60.0,5,8,0.2,False
1,25,41,86,0.8061465791552859,0.0121328079473617,50.72529510001186,3,gini,40.0,10,8,0.2,False
1,25,42,1,0.8037232823741838,0.0026516959404315,18.24641590003739,3,gini,80.0,5,1,0.1,True
1,25,43,40,0.8022293263609637,0.0110316325243644,8.42419100002735,3,gini,80.0,20,4,0.05,True
1,25,44,25,0.8021176351633573,0.0154745670722951,18.644440700009,3,gini,60.0,2,2,0.1,True
1,25,45,64,0.801700072198996,0.0091485310030308,51.7918226000038,3,entropy,,2,4,0.2,True
1,25,46,9,0.8013352479140908,0.0009274376104918,27.78385989999515,3,entropy,80.0,5,1,0.1,True
1,25,47,22,0.8002066308242712,0.0057026316859629,9.102869399997871,3,entropy,20.0,20,8,0.02,False
1,25,48,41,0.8001181847141057,0.0018919651919455,4.257584500010125,3,gini,20.0,20,1,sqrt,False
1,25,49,71,0.7996675031665682,0.0010244073866156,14.89394920002087,3,gini,60.0,5,8,0.1,True
1,25,50,45,0.7996362958911328,0.009863640688366,35.62734530001762,3,gini,,20,2,0.2,True
1,25,51,19,0.7992807337049834,0.0096394007862499,7.748918600002071,3,gini,40.0,20,8,0.05,True
1,25,52,87,0.7992535939638773,0.006617192031911,4.41695549999713,3,gini,20.0,10,1,sqrt,False
1,25,53,59,0.798849574339414,0.0065530431001301,26.398753400018904,3,entropy,20.0,2,4,0.1,True
1,25,54,81,0.7986853524829304,0.0081350777588819,6.527264600008493,3,entropy,20.0,10,2,sqrt,False
1,25,55,89,0.7979534771135096,0.0047538207366585,54.05836159994942,3,entropy,80.0,10,1,0.2,True
1,25,56,58,0.7977606856009803,0.0064996092027888,35.88147639998351,3,gini,60.0,20,1,0.2,True
1,25,57,4,0.7976439184066159,0.0028675638994416,4.151087200007169,3,gini,60.0,10,4,sqrt,False
1,25,58,44,0.7972373524191765,0.0129152946792388,15.165978899953188,3,entropy,80.0,2,1,0.05,True
1,25,59,57,0.7972373524191765,0.0129152946792388,14.649226899986388,3,entropy,20.0,2,1,0.05,True
1,25,60,38,0.7970516401159831,0.0051127406339092,16.41339760000119,3,gini,60.0,10,4,0.1,True
1,25,61,11,0.7956718577062141,0.0040071138616502,9.941879900026834,3,entropy,20.0,2,4,0.02,False
1,25,62,100,0.7950236063118624,0.0050526405265691,9.584670099953655,3,entropy,60.0,20,4,0.02,False
1,25,63,95,0.7946700243019512,0.0089360559595986,17.76684829997248,3,gini,,10,1,0.1,True
1,25,64,39,0.7944387838849772,0.006671271604677,48.52493990000221,3,entropy,20.0,10,8,0.2,True
1,25,65,43,0.7944387838849772,0.006671271604677,47.662976700026775,3,entropy,60.0,2,8,0.2,True
1,25,66,20,0.793886868147404,0.0103468903217658,3.995638599997619,3,gini,,20,4,sqrt,False
1,25,67,84,0.7938398522023862,0.0017503712414122,16.699431299988646,3,gini,20.0,5,4,0.1,True
1,25,68,21,0.7927272531401767,0.0049735748182865,14.577389699988998,3,entropy,80.0,20,1,0.05,True
1,25,69,53,0.792655113000782,0.0026418419365825,6.790889399999287,3,entropy,80.0,5,1,sqrt,False
1,25,70,60,0.7923045075093823,0.0128651014113139,4.1094137999753,3,gini,20.0,5,2,0.02,True
1,25,71,55,0.7913129204692814,0.003989242142146,8.397154200036312,3,gini,,2,4,0.05,True
1,25,72,91,0.7913129204692814,0.003989242142146,8.513066999992589,3,gini,,5,4,0.05,True
1,25,73,85,0.7911202457809173,0.0011327858545189,4.139345800038427,3,gini,40.0,5,4,sqrt,False
1,25,74,88,0.7894037143545586,0.0060614668015702,8.708544900029665,3,gini,20.0,5,4,0.05,True
1,25,75,92,0.7869258321896556,0.0103709249213626,5.987719799974002,3,entropy,,2,8,sqrt,False
1,25,76,93,0.7862014010319079,0.0066184303451312,4.144705499988049,3,gini,20.0,5,1,0.02,True
1,25,77,74,0.7810830883475933,0.0062110968787402,2.744833300006576,3,gini,80.0,10,2,sqrt,True
1,25,78,56,0.7810613347101366,0.0073796243038647,6.146898300037719,3,entropy,60.0,2,2,0.02,True
