stage_epoch,stage,accuracy,loss
1,frozen_head,0.7709821462631226,0.6016893982887268
2,frozen_head,0.8627232313156128,0.36364588141441345
3,frozen_head,0.8857142925262451,0.2945753335952759
4,frozen_head,0.9017857313156128,0.2592581808567047
5,frozen_head,0.9098214507102966,0.2424248307943344
6,frozen_head,0.9154017567634583,0.22597819566726685
7,frozen_head,0.9147321581840515,0.22753004729747772
8,frozen_head,0.9227678775787354,0.20888297259807587
9,frozen_head,0.9245535731315613,0.20564067363739014
10,frozen_head,0.9290178418159485,0.19007690250873566
11,frozen_head,0.9303571581840515,0.1815418154001236
12,frozen_head,0.9285714030265808,0.17668189108371735
13,frozen_head,0.9294642806053162,0.18437199294567108
14,frozen_head,0.934374988079071,0.18016506731510162
1,fine_tuning,0.9453125,0.15134458243846893
2,fine_tuning,0.9727678298950195,0.07602409273386002
3,fine_tuning,0.9866071343421936,0.03825174644589424
4,fine_tuning,0.9917410612106323,0.027506135404109955
5,fine_tuning,0.9955357313156128,0.016089411452412605
6,fine_tuning,0.9966517686843872,0.010329589247703552
7,fine_tuning,0.9964285492897034,0.011631682515144348
