iter,n_resources,rank_test_score,candidate_id,mean_test_score,std_test_score,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
2,225,1,39,0.9054264560323225,0.006731221094178126,1438.054525092004,3,entropy,,2,2,0.2,False
2,225,2,84,0.9050192083475525,0.006531331275411694,738.2949194639987,3,entropy,60.0,5,2,0.1,False
2,225,3,95,0.9040249744258277,0.006088005130154101,716.2323091109974,3,entropy,80.0,10,4,0.1,False
2,225,4,17,0.9030926317552094,0.004498820230693172,381.09130970299884,3,entropy,40.0,5,2,0.05,False
2,225,5,70,0.9023288237880641,0.005105158345704756,729.867856473,3,entropy,60.0,10,2,0.1,False
2,225,6,38,0.9020550618570292,0.007851313811437574,307.6116909659977,3,gini,40.0,5,2,0.05,False
2,225,7,18,0.9012453290400453,0.008285427853819872,1140.286507157005,3,gini,20.0,2,4,0.2,False
2,225,8,75,0.898516902248185,0.004947548892489348,366.6012840629992,3,entropy,20.0,10,4,0.05,False
2,225,9,85,0.8982006682067496,0.00663307211070412,1402.3681184499983,3,entropy,,20,2,0.2,False
2,225,10,10,0.8978429384558723,0.006711495051260722,141.62880311900153,3,gini,80.0,5,1,sqrt,False
2,225,11,87,0.8960831124499338,0.009226565768595582,675.673639937002,3,entropy,,2,8,0.1,False
2,225,12,43,0.8952624484315846,0.006670554016768229,685.4757135309992,3,entropy,20.0,20,8,0.1,False
