rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,10,3,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,6,0.13616375625133514,15,0.2070067971944809,6,0.13616375625133514,0.9620535714285714,0.9620535714285714,0.962479967545719,0.9620535714285714,0.9620154422135434,0.13616378529223164,124.53576492700086,109.48633621999943,245.29019323099965,23
2,ResNet50,10,3,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,7,0.13007207214832306,15,0.19710206985473633,7,0.13007207214832306,0.9598214285714286,0.9598214285714286,0.9600639363913701,0.9598214285714286,0.9597236259681674,0.13007209227365377,127.5740737390006,119.20685754999977,260.3067479279998,23
3,ResNet50,10,3,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,8,0.15065991878509521,15,0.19710206985473633,8,0.15065991878509521,0.9553571428571429,0.9553571428571428,0.9561662401537513,0.9553571428571428,0.9553270405560121,0.15065994500326801,126.33038846800082,129.4126286259998,259.6272014670012,23
4,ResNet50,10,3,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,5,0.13988611102104187,14,0.21711090207099915,5,0.13988611102104187,0.953125,0.953125,0.9540972817162847,0.953125,0.9532475285930472,0.13988610339389024,93.4480068110006,70.45994346599946,167.58141212600094,23
5,ResNet50,10,3,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,12,0.15038594603538513,15,0.2070067971944809,12,0.15038594603538513,0.953125,0.953125,0.953387709743642,0.953125,0.9530043070596785,0.1503859606181383,128.76979656000003,178.47783657299988,311.1286143180005,23
6,ResNet50,10,3,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,12,0.15889893472194672,15,0.23776093125343323,12,0.15889893472194672,0.9508928571428571,0.9508928571428571,0.9511456909580526,0.9508928571428571,0.9508969819250661,0.15889894171241462,74.1428766629997,91.56045241200081,169.24601852500018,23
7,ResNet50,10,3,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,4,0.14123275876045227,14,0.2009812444448471,4,0.14123275876045227,0.9486607142857143,0.9486607142857143,0.9486313683798546,0.9486607142857143,0.9485985656278129,0.14123276514224192,70.7364127210003,46.240247361,120.5497447459984,23
8,ResNet50,10,3,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,6,0.15071706473827362,14,0.21711090207099915,6,0.15071706473827362,0.9464285714285714,0.9464285714285714,0.9464722640040437,0.9464285714285714,0.946193219970394,0.1507170767283274,92.81736296500094,76.89963666600124,180.4366091030006,23
9,ResNet50,10,3,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,6,0.1551325023174286,14,0.2009812444448471,6,0.1551325023174286,0.9464285714285714,0.9464285714285714,0.9465104403127205,0.9464285714285714,0.9461301566080977,0.15513249646396515,71.32365505000053,57.87134960900039,134.58018477500082,23
10,ResNet50,10,3,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,4,0.14238175749778748,15,0.23776093125343323,4,0.14238175749778748,0.9441964285714286,0.9441964285714286,0.94401674919315,0.9441964285714286,0.9440415239728749,0.14238175870291836,74.49076906600021,46.21076576000087,124.28905196199958,23
11,ResNet50,10,3,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,3,0.14941026270389557,10,0.19860555231571198,3,0.14941026270389557,0.9419642857142857,0.9419642857142857,0.9453877963410674,0.9419642857142857,0.9426200217502436,0.14941026805101304,79.61134301400125,54.14287939899987,154.32905112800108,23
12,ResNet50,10,3,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,8,0.15089021623134613,10,0.19860555231571198,8,0.15089021623134613,0.9419642857142857,0.9419642857142856,0.9423336163787956,0.9419642857142856,0.9421014454670553,0.15089022861830176,78.38348956799928,92.21093418599958,174.3190258199993,23
