,precision,recall,f1-score,support
glioma,0.9448275862068966,0.9785714285714285,0.9614035087719298,280.0
meningioma,0.9492753623188406,0.9357142857142857,0.9424460431654677,280.0
notumor,0.9892086330935251,0.9821428571428571,0.985663082437276,280.0
pituitary,0.9855072463768116,0.9714285714285714,0.9784172661870504,280.0
accuracy,0.9669642857142857,0.9669642857142857,0.9669642857142857,0.9669642857142857
macro avg,0.9672047069990185,0.9669642857142857,0.966982475140431,1120.0
weighted avg,0.9672047069990185,0.9669642857142857,0.966982475140431,1120.0
