candidate_id,mean_inner_macro_f1,sd_inner_macro_f1,total_fit_seconds,completed_inner_folds,stage,n_estimators,rank
67,0.8443999845970113,0.012361912515584498,130.1127602000197,3,3,225,1
55,0.841928804798756,0.009662923766639313,124.71964759999537,3,3,225,2
60,0.841928804798756,0.009662923766639313,125.25498299999163,3,3,225,3
3,0.8397417741301193,0.011601785281652352,384.3987370999821,3,3,225,4
