stage_epoch,stage,accuracy,loss
1,frozen_head,0.7506696581840515,0.6511189937591553
2,frozen_head,0.862500011920929,0.362898051738739
3,frozen_head,0.8803571462631226,0.3073285222053528
4,frozen_head,0.8979910612106323,0.26848873496055603
5,frozen_head,0.9075892567634583,0.2463470697402954
6,frozen_head,0.9147321581840515,0.2266557365655899
7,frozen_head,0.9151785969734192,0.21986690163612366
8,frozen_head,0.921875,0.20447003841400146
9,frozen_head,0.9287946224212646,0.1908336877822876
10,frozen_head,0.9283482432365417,0.19409555196762085
11,frozen_head,0.9212053418159485,0.2109886109828949
12,frozen_head,0.9267857074737549,0.19689024984836578
13,frozen_head,0.9296875,0.18567200005054474
14,frozen_head,0.9357143044471741,0.17260165512561798
1,fine_tuning,0.9466517567634583,0.14419668912887573
2,fine_tuning,0.9763392806053162,0.07377604395151138
3,fine_tuning,0.9866071343421936,0.03875604271888733
4,fine_tuning,0.9912946224212646,0.025784170255064964
5,fine_tuning,0.9946428537368774,0.019214747473597527
