stage_epoch,stage,accuracy,loss,val_accuracy,val_loss,learning_rate
1,frozen_head,0.6870039701461792,0.7838460206985474,0.8549107313156128,0.3848784565925598,0.0003000000142492354
2,frozen_head,0.835565447807312,0.4510914981365204,0.8883928656578064,0.315464049577713,0.0003000000142492354
3,frozen_head,0.8623511791229248,0.35817012190818787,0.9107142686843872,0.2692820131778717,0.0003000000142492354
4,frozen_head,0.8754960298538208,0.32955047488212585,0.9308035969734192,0.24722090363502502,0.0003000000142492354
5,frozen_head,0.8913690447807312,0.29488837718963623,0.9241071343421936,0.23199069499969482,0.0003000000142492354
6,frozen_head,0.9047619104385376,0.2731998860836029,0.9241071343421936,0.22431719303131104,0.0003000000142492354
7,frozen_head,0.9064980149269104,0.2464984953403473,0.9263392686843872,0.21549026668071747,0.0003000000142492354
8,frozen_head,0.9203869104385376,0.23231141269207,0.921875,0.22739124298095703,0.0003000000142492354
9,frozen_head,0.919394850730896,0.2254626750946045,0.9308035969734192,0.1980796754360199,0.0003000000142492354
10,frozen_head,0.9216269850730896,0.21401110291481018,0.9241071343421936,0.20957419276237488,0.0003000000142492354
11,frozen_head,0.9238591194152832,0.20705917477607727,0.9308035969734192,0.19059501588344574,0.0003000000142492354
12,frozen_head,0.9347718358039856,0.1900235116481781,0.9285714030265808,0.20440825819969177,0.0003000000142492354
13,frozen_head,0.929315447807312,0.19326770305633545,0.9419642686843872,0.18966010212898254,0.0003000000142492354
14,frozen_head,0.9360119104385376,0.17934845387935638,0.9352678656578064,0.17201222479343414,0.0003000000142492354
15,frozen_head,0.936259925365448,0.17869283258914948,0.9330357313156128,0.18520136177539825,0.0003000000142492354
1,fine_tuning,0.9365079402923584,0.16689129173755646,0.9441964030265808,0.1511271893978119,3.000000106112566e-06
2,fine_tuning,0.9618055820465088,0.11225488036870956,0.9508928656578064,0.12530826032161713,3.000000106112566e-06
3,fine_tuning,0.9771825671195984,0.07438991218805313,0.9665178656578064,0.13093392550945282,3.000000106112566e-06
4,fine_tuning,0.9853670597076416,0.04929042235016823,0.9598214030265808,0.12345830351114273,3.000000106112566e-06
5,fine_tuning,0.9910714030265808,0.03380925580859184,0.9620535969734192,0.1137237399816513,3.000000106112566e-06
6,fine_tuning,0.9945436716079712,0.021619323641061783,0.96875,0.1218285784125328,3.000000106112566e-06
7,fine_tuning,0.9965277910232544,0.014764402061700821,0.96875,0.12779420614242554,3.000000106112566e-06
8,fine_tuning,0.998759925365448,0.009016208350658417,0.9598214030265808,0.1433335393667221,6.000000212225132e-07
