,precision,recall,f1-score,support
glioma,0.9416058394160584,0.9214285714285714,0.9314079422382672,280.0
meningioma,0.8833922261484098,0.8928571428571429,0.8880994671403197,280.0
notumor,0.9748201438848921,0.9678571428571429,0.9713261648745519,280.0
pituitary,0.9473684210526315,0.9642857142857143,0.9557522123893806,280.0
accuracy,0.9366071428571429,0.9366071428571429,0.9366071428571429,0.9366071428571429
macro avg,0.9367966576254979,0.9366071428571429,0.9366464466606298,1120.0
weighted avg,0.936796657625498,0.9366071428571429,0.9366464466606299,1120.0
