rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,EfficientNetB0,2,2,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,19,0.13215914368629456,15,0.21447627246379852,19,0.13215914368629456,0.9575892857142857,0.9575892857142858,0.9574234356888185,0.9575892857142858,0.9573841495122768,0.1321591432611068,111.60896406599932,153.87805902699984,269.16752998599986,13
2,EfficientNetB0,2,2,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,19,0.12875153124332428,14,0.24738158285617828,19,0.12875153124332428,0.9553571428571429,0.9553571428571429,0.9553466509988249,0.9553571428571429,0.9552952332036112,0.12875151684856836,128.27226325200172,188.1561993150026,320.1464227569995,13
3,EfficientNetB0,2,2,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,19,0.1506298929452896,15,0.2678073048591614,19,0.1506298929452896,0.953125,0.953125,0.9531931175952915,0.953125,0.9530925781141847,0.15062990246488514,108.58759465299954,153.49448342500182,265.7817579870025,13
4,EfficientNetB0,2,2,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,17,0.12431422621011734,11,0.20070645213127136,17,0.12431422621011734,0.9508928571428571,0.9508928571428572,0.951003171100982,0.9508928571428572,0.9509005040597565,0.12431421607477011,121.12994494099985,184.23994131200016,347.6653228790019,13
5,EfficientNetB0,2,2,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,19,0.15000732243061066,15,0.22580261528491974,19,0.15000732243061066,0.9419642857142857,0.9419642857142857,0.9424247083328758,0.9419642857142857,0.9419880878574859,0.15000730113122127,111.38196538199963,150.48980212199967,265.8023521289997,13
6,EfficientNetB0,2,2,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,19,0.1784319132566452,15,0.2941230833530426,19,0.1784319132566452,0.9375,0.9375,0.9373300751258259,0.9375,0.9373327229282064,0.17843189216121777,108.79895595299968,148.35371127100007,261.28428427200015,13
7,EfficientNetB0,2,2,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,20,0.16018043458461761,11,0.20070645213127136,20,0.16018043458461761,0.9330357142857143,0.9330357142857143,0.9338458956587975,0.9330357142857143,0.9331923491195078,0.1601804198448253,117.39362484799858,187.1577113480016,308.24933103500007,13
8,EfficientNetB0,2,2,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,19,0.1730639487504959,15,0.21447627246379852,19,0.1730639487504959,0.9308035714285714,0.9308035714285714,0.9312300720061792,0.9308035714285714,0.9308139482964052,0.1730639281617117,106.7810488699979,152.59584661900226,263.0901633829999,13
9,EfficientNetB0,2,2,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,20,0.18575716018676758,14,0.24738158285617828,20,0.18575716018676758,0.9285714285714286,0.9285714285714286,0.9287650482340748,0.9285714285714286,0.928649725959143,0.18575719368391214,127.82074288700096,186.2795320979967,317.777857776,13
10,EfficientNetB0,2,2,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,20,0.19024185836315155,15,0.22580261528491974,20,0.19024185836315155,0.9263392857142857,0.9263392857142858,0.9266778263634342,0.9263392857142858,0.926463766437178,0.1902418630439143,109.93926758400085,149.955527307,263.5976830160007,13
11,EfficientNetB0,2,2,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,19,0.20707254111766815,15,0.2678073048591614,19,0.20707254111766815,0.9129464285714286,0.9129464285714286,0.9127888758323541,0.9129464285714286,0.9128128642263091,0.20707254433012315,108.9413650159986,152.00885986499998,264.6460179040005,13
12,EfficientNetB0,2,2,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,20,0.23120750486850739,15,0.2941230833530426,20,0.23120750486850739,0.9040178571428571,0.9040178571428572,0.9046592410079252,0.9040178571428572,0.9043128305828462,0.23120752074121828,111.81459052100001,147.52029441699995,263.01177359299993,13
