index,precision,recall,f1-score,support
glioma,0.823321554770318,0.8321428571428572,0.827708703374778,280.0
meningioma,0.8118081180811808,0.7857142857142857,0.7985480943738656,280.0
notumor,0.9706959706959707,0.9464285714285714,0.9584086799276673,280.0
pituitary,0.8737201365187713,0.9142857142857143,0.893542757417103,280.0
accuracy,0.8696428571428572,0.8696428571428572,0.8696428571428572,0.8696428571428572
macro avg,0.8698864450165602,0.869642857142857,0.8695520587733535,1120.0
weighted avg,0.8698864450165601,0.8696428571428572,0.8695520587733535,1120.0
