rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,1,2,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,1,0.18939433991909027,14,0.24135112762451172,1,0.18939433991909027,0.9464285714285714,0.9464285714285714,0.9463160474748944,0.9464285714285714,0.9460840452528432,0.18939435509336242,89.37367838400041,36.871030972999506,130.82631108799978,23
2,ResNet50,1,2,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,3,0.1819702833890915,8,0.25771254301071167,3,0.1819702833890915,0.9397321428571429,0.9397321428571428,0.9404555959434204,0.9397321428571428,0.9399583377137557,0.18197028873957036,90.07869897599994,71.67511273500077,178.92460188899986,23
3,ResNet50,1,2,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,5,0.22067789733409882,13,0.26401227712631226,5,0.22067789733409882,0.9397321428571429,0.9397321428571428,0.9403394778329052,0.9397321428571428,0.9398228791442087,0.2206779201369577,88.0858611119993,67.59570373000042,159.2763240559998,23
4,ResNet50,1,2,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,6,0.2436685413122177,14,0.2441764622926712,6,0.2436685413122177,0.9352678571428571,0.9352678571428571,0.93645734461666,0.9352678571428571,0.9352786408681906,0.2436685316439641,69.05190430899984,54.339878295000744,126.90437983100037,23
5,ResNet50,1,2,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,1,0.2047140896320343,14,0.2441764622926712,1,0.2047140896320343,0.9330357142857143,0.9330357142857143,0.9360992283897379,0.9330357142857143,0.9334664012443454,0.20471408600141117,69.45241777399951,29.307434728999397,102.25674452200019,23
6,ResNet50,1,2,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,1,0.19747279584407806,15,0.2561633586883545,1,0.19747279584407806,0.9330357142857143,0.9330357142857142,0.9339158193968433,0.9330357142857142,0.932715697317953,0.19747278344079808,124.2222593839997,50.65831304999938,179.30469931100015,23
7,ResNet50,1,2,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,1,0.19860480725765228,13,0.26401227712631226,1,0.19860480725765228,0.9285714285714286,0.9285714285714286,0.9289033562284195,0.9285714285714286,0.9284516816906588,0.1986048000425912,87.97072502500032,37.168282061000355,149.294854578,23
8,ResNet50,1,2,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,6,0.24267522990703583,14,0.2752890884876251,6,0.24267522990703583,0.9263392857142857,0.9263392857142857,0.926764219824723,0.9263392857142857,0.9261484700238206,0.24267524497141738,71.2144210030001,54.77673877699999,129.42131008600063,23
9,ResNet50,1,2,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,1,0.22767694294452667,14,0.24135112762451172,1,0.22767694294452667,0.9241071428571429,0.9241071428571428,0.9263572473799746,0.9241071428571428,0.924591810967968,0.22767694454811607,85.72300373399958,36.9771233879992,126.31561023100039,23
10,ResNet50,1,2,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,1,0.2211368829011917,14,0.2752890884876251,1,0.2211368829011917,0.9196428571428571,0.9196428571428571,0.9204524969658028,0.9196428571428571,0.919705123126489,0.22113689955310228,70.85167017999993,29.334389437999562,103.66586016399924,23
11,ResNet50,1,2,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,1,0.22136518359184265,15,0.2561633586883545,1,0.22136518359184265,0.9196428571428571,0.9196428571428571,0.9201332575722965,0.9196428571428571,0.9195557795315972,0.22136516754983723,126.15580035400035,50.99544085300022,181.69326728899978,23
12,ResNet50,1,2,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,1,0.23521439731121063,8,0.25771254301071167,1,0.23521439731121063,0.9174107142857143,0.9174107142857142,0.917684202059202,0.9174107142857142,0.9170283004498556,0.23521442096543693,87.16256013599923,50.0214512499997,140.96717143000023,23
