,precision,recall,f1-score,support
glioma,0.9228070175438596,0.9392857142857143,0.9309734513274336,280.0
meningioma,0.9047619047619048,0.8821428571428571,0.8933092224231465,280.0
notumor,0.989010989010989,0.9642857142857143,0.976491862567812,280.0
pituitary,0.9480968858131488,0.9785714285714285,0.9630931458699473,280.0
accuracy,0.9410714285714286,0.9410714285714286,0.9410714285714286,0.9410714285714286
macro avg,0.9411691992824756,0.9410714285714286,0.9409669205470849,1120.0
weighted avg,0.9411691992824754,0.9410714285714286,0.9409669205470849,1120.0
