stage_epoch,stage,accuracy,loss
1,frozen_head,0.7053571343421936,0.7381142377853394
2,frozen_head,0.8428571224212646,0.43688273429870605
3,frozen_head,0.859375,0.36755380034446716
4,frozen_head,0.8816964030265808,0.31637540459632874
5,frozen_head,0.8948660492897034,0.28763335943222046
6,frozen_head,0.9008928537368774,0.27106359601020813
7,frozen_head,0.9104910492897034,0.2471369057893753
8,frozen_head,0.9060267806053162,0.24057361483573914
9,frozen_head,0.9180803298950195,0.22763539850711823
10,frozen_head,0.9191964268684387,0.213603213429451
11,frozen_head,0.9214285612106323,0.2128235548734665
12,frozen_head,0.9234374761581421,0.20160339772701263
13,frozen_head,0.9254464507102966,0.1974940150976181
14,frozen_head,0.9308035969734192,0.19023652374744415
1,fine_tuning,0.9345982074737549,0.18017363548278809
2,fine_tuning,0.971875011920929,0.08037779480218887
3,fine_tuning,0.9897321462631226,0.03524545207619667
4,fine_tuning,0.9937499761581421,0.021282415837049484
5,fine_tuning,0.9941964149475098,0.015652218833565712
