stage_epoch,stage,accuracy,loss
1,frozen_head,0.7734375,0.5850315690040588
2,frozen_head,0.8723214268684387,0.3472973704338074
3,frozen_head,0.8928571343421936,0.2908993065357208
4,frozen_head,0.893750011920929,0.2884179353713989
5,frozen_head,0.9131696224212646,0.23460252583026886
6,frozen_head,0.9040178656578064,0.2433173656463623
7,frozen_head,0.9198660850524902,0.22829125821590424
8,frozen_head,0.9180803298950195,0.21699564158916473
9,frozen_head,0.9189732074737549,0.22342438995838165
10,frozen_head,0.9205357432365417,0.21475832164287567
11,frozen_head,0.9212053418159485,0.20826971530914307
12,frozen_head,0.9294642806053162,0.19358141720294952
13,frozen_head,0.9270089268684387,0.1917509287595749
14,frozen_head,0.9314731955528259,0.18332117795944214
1,fine_tuning,0.9433035850524902,0.15417233109474182
2,fine_tuning,0.971875011920929,0.07672309130430222
3,fine_tuning,0.9883928298950195,0.032984409481287
4,fine_tuning,0.9933035969734192,0.02413453906774521
5,fine_tuning,0.995312511920929,0.014918795786798
