,precision,recall,f1-score,support
glioma,0.9278350515463918,0.9642857142857143,0.9457092819614711,280.0
meningioma,0.9358490566037736,0.8857142857142857,0.9100917431192661,280.0
notumor,0.9786476868327402,0.9821428571428571,0.9803921568627451,280.0
pituitary,0.9717314487632509,0.9821428571428571,0.9769094138543517,280.0
accuracy,0.9535714285714286,0.9535714285714286,0.9535714285714286,0.9535714285714286
macro avg,0.9535158109365391,0.9535714285714286,0.9532756489494585,1120.0
weighted avg,0.9535158109365389,0.9535714285714286,0.9532756489494584,1120.0
