,precision,recall,f1-score,support
glioma,0.9770992366412213,0.9142857142857143,0.9446494464944649,280.0
meningioma,0.8843537414965986,0.9285714285714286,0.9059233449477352,280.0
notumor,0.975,0.975,0.975,280.0
pituitary,0.954225352112676,0.9678571428571429,0.9609929078014184,280.0
accuracy,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714
macro avg,0.947669582562624,0.9464285714285715,0.9466414248109046,1120.0
weighted avg,0.9476695825626239,0.9464285714285714,0.9466414248109046,1120.0
