rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,2,5,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,8,0.2060462087392807,15,0.25623178482055664,8,0.2060462087392807,0.9553571428571429,0.9553571428571429,0.9554742400428241,0.9553571428571429,0.955406345647377,0.20604620921260533,92.6120931330006,91.24876923600095,187.58118286100034,23
2,ResNet50,2,5,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,5,0.19423697888851166,15,0.25623178482055664,5,0.19423697888851166,0.953125,0.953125,0.9531727379553466,0.953125,0.953092590031805,0.19423701073785565,94.45720176299983,68.22077241199986,166.46059169399996,23
3,ResNet50,2,5,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,4,0.20250140130519867,15,0.2440808266401291,4,0.20250140130519867,0.9508928571428571,0.9508928571428571,0.9516097192395433,0.9508928571428571,0.9509790182914459,0.20250140912421283,89.92593195600057,59.837633294000625,153.53760882300048,23
4,ResNet50,2,5,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,4,0.20263490080833435,15,0.25528591871261597,4,0.20263490080833435,0.9486607142857143,0.9486607142857143,0.949925011948803,0.9486607142857143,0.9490698007786535,0.20263491139414505,128.27349256499838,86.91753048999999,218.97016807399996,23
5,ResNet50,2,5,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,8,0.2154248058795929,15,0.2440808266401291,8,0.2154248058795929,0.9464285714285714,0.9464285714285714,0.9481051950356889,0.9464285714285714,0.9468742397483347,0.21542481634726082,90.31948836899937,91.22480833699956,185.2984143980011,23
6,ResNet50,2,5,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,5,0.22871996462345123,15,0.25528591871261597,5,0.22871996462345123,0.9441964285714286,0.9441964285714285,0.9448911708747266,0.9441964285714285,0.9443239563614365,0.2287199834071891,128.2380781890006,99.636538843999,277.8248271709999,23
7,ResNet50,2,5,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,3,0.21470209956169128,15,0.2460024207830429,3,0.21470209956169128,0.9397321428571429,0.9397321428571428,0.9419968002379506,0.9397321428571428,0.9402662663436593,0.21470208460927162,70.34292399100013,40.86824664800042,114.87465657400026,23
8,ResNet50,2,5,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,4,0.21878084540367126,15,0.2460024207830429,4,0.21878084540367126,0.9397321428571429,0.9397321428571429,0.9404943185234311,0.9397321428571429,0.9398676236927409,0.21878084498124245,69.85198590000073,48.18115225300062,121.5603121740005,23
9,ResNet50,2,5,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,3,0.222250834107399,15,0.24861028790473938,3,0.222250834107399,0.9397321428571429,0.9397321428571428,0.9409585566697748,0.9397321428571428,0.9397997835497836,0.22225084813525292,134.62878362800075,74.32913494100103,212.91298347700103,23
10,ResNet50,2,5,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,5,0.2207387387752533,15,0.2696586549282074,5,0.2207387387752533,0.9352678571428571,0.9352678571428571,0.9359454805447693,0.9352678571428571,0.9353622964476876,0.22073873874993236,72.30606082600025,53.1843766869988,129.22364024799936,23
11,ResNet50,2,5,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,2,0.20608259737491608,15,0.24861028790473938,2,0.20608259737491608,0.9352678571428571,0.9352678571428572,0.9358974542007401,0.9352678571428572,0.9352454199669497,0.20608259727724615,125.77078278799854,63.77490623700032,193.3908197820001,23
12,ResNet50,2,5,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,3,0.20394475758075714,15,0.2696586549282074,3,0.20394475758075714,0.9308035714285714,0.9308035714285714,0.9339050819752982,0.9308035714285714,0.9314550426112611,0.20394475560212064,72.78369315700002,40.40896882400011,116.7974442499999,23
