,precision,recall,f1-score,support
glioma,0.9700374531835206,0.925,0.946983546617916,280.0
meningioma,0.8881578947368421,0.9642857142857143,0.9246575342465754,280.0
notumor,0.9750889679715302,0.9785714285714285,0.9768270944741533,280.0
pituitary,0.996268656716418,0.9535714285714286,0.9744525547445255,280.0
accuracy,0.9553571428571429,0.9553571428571429,0.9553571428571429,0.9553571428571429
macro avg,0.9573882431520777,0.9553571428571429,0.9557301825207924,1120.0
weighted avg,0.9573882431520778,0.9553571428571429,0.9557301825207926,1120.0
