rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,3,5,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,6,0.12289120256900787,15,0.19286274909973145,6,0.12289120256900787,0.9620535714285714,0.9620535714285715,0.9640168828303207,0.9620535714285715,0.9622725304065133,0.12289122917531725,136.52519647900044,106.08611848600049,246.5535823680002,23
2,ResNet50,3,5,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,8,0.12066081911325455,15,0.22056099772453308,8,0.12066081911325455,0.9598214285714286,0.9598214285714286,0.9609831668038626,0.9598214285714286,0.9599739640881743,0.12066084442701344,128.92278370200074,127.16858879199935,259.9482017699993,23
3,ResNet50,3,5,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,7,0.11781668663024902,15,0.21076297760009766,7,0.11781668663024902,0.9575892857142857,0.9575892857142857,0.9580735380456423,0.9575892857142857,0.957648501243535,0.11781670120479189,97.26301957200121,83.12761007600056,184.10798824499943,23
4,ResNet50,3,5,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,6,0.13587255775928497,15,0.19286274909973145,6,0.13587255775928497,0.953125,0.953125,0.9541110666534536,0.953125,0.95337615170496,0.13587256013365911,125.39504798800044,115.57930809299796,244.87213798599987,23
5,ResNet50,3,5,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,4,0.11957209557294846,15,0.2315211445093155,4,0.11957209557294846,0.953125,0.953125,0.9540521621421154,0.953125,0.9533564438965751,0.11957211377679319,100.34877980300007,62.611332717999176,166.6282826989991,23
6,ResNet50,3,5,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,4,0.12646256387233734,15,0.2551504969596863,4,0.12646256387233734,0.9508928571428571,0.9508928571428571,0.9506436545910231,0.9508928571428571,0.9507309142264895,0.126462577821376,74.29888258400024,46.97384739200061,124.86741564000113,23
7,ResNet50,3,5,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,4,0.1335698515176773,15,0.21684789657592773,4,0.1335698515176773,0.9508928571428571,0.9508928571428571,0.9506575056846795,0.9508928571428571,0.9507098402353708,0.13356984221949866,71.21049682699959,48.04808571000103,122.81395061900184,23
8,ResNet50,3,5,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,6,0.13966475427150726,15,0.22056099772453308,6,0.13966475427150726,0.9486607142857143,0.9486607142857144,0.9491857814157257,0.9486607142857144,0.9488010970307226,0.13966474445438629,125.95174570200106,107.92675504299768,237.79694872700202,23
9,ResNet50,3,5,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,8,0.15511418879032135,15,0.2551504969596863,8,0.15511418879032135,0.9486607142857143,0.9486607142857142,0.9487569902392912,0.9486607142857142,0.9486997295181152,0.15511418395734805,73.72329009299938,67.84551087,145.10554907799815,23
10,ResNet50,3,5,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,9,0.14564193785190582,15,0.2315211445093155,9,0.14564193785190582,0.9486607142857143,0.9486607142857142,0.9490627950157801,0.9486607142857142,0.9486794970354868,0.14564194729535349,97.66775464599777,98.31683787600196,199.6354534839993,23
11,ResNet50,3,5,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,10,0.13879428803920746,15,0.21076297760009766,10,0.13879428803920746,0.9486607142857143,0.9486607142857142,0.9483957419226167,0.9486607142857142,0.948445006179361,0.13879430933756595,92.12628962900271,106.37978242399913,202.16631459799828,23
12,ResNet50,3,5,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,4,0.16476725041866302,15,0.21684789657592773,4,0.16476725041866302,0.9352678571428571,0.9352678571428571,0.9349697025264926,0.9352678571428571,0.9349796748403559,0.16476725751376106,71.80136523799956,47.2672369910033,122.74396909400093,23
