stage_epoch,stage,accuracy,loss
1,frozen_head,0.7845982313156128,0.5681753158569336
2,frozen_head,0.8598214387893677,0.36224696040153503
3,frozen_head,0.8861607313156128,0.29608091711997986
4,frozen_head,0.8962053656578064,0.28044384717941284
5,frozen_head,0.9073660969734192,0.25565773248672485
6,frozen_head,0.9142857193946838,0.22658728063106537
7,frozen_head,0.9111607074737549,0.2339072972536087
8,frozen_head,0.9214285612106323,0.216024249792099
9,frozen_head,0.9140625,0.21683524549007416
10,frozen_head,0.9180803298950195,0.2201019525527954
11,frozen_head,0.9198660850524902,0.21230323612689972
12,frozen_head,0.9263392686843872,0.21020038425922394
13,frozen_head,0.917187511920929,0.2129746675491333
14,frozen_head,0.9305803775787354,0.1970624029636383
15,frozen_head,0.9366071224212646,0.1729734241962433
1,fine_tuning,0.9410714507102966,0.15475985407829285
2,fine_tuning,0.9776785969734192,0.07072310149669647
3,fine_tuning,0.9868303537368774,0.0404323972761631
4,fine_tuning,0.9946428537368774,0.018707484006881714
5,fine_tuning,0.9950892925262451,0.01451112236827612
6,fine_tuning,0.9944196343421936,0.018814364448189735
