index,precision,recall,f1-score,support
glioma,0.8631178707224335,0.8107142857142857,0.8360957642725598,280.0
meningioma,0.7943262411347518,0.8,0.797153024911032,280.0
notumor,0.9681978798586572,0.9785714285714285,0.9733570159857904,280.0
pituitary,0.8698630136986302,0.9071428571428571,0.8881118881118881,280.0
accuracy,0.8741071428571429,0.8741071428571429,0.8741071428571429,0.8741071428571429
macro avg,0.8738762513536182,0.8741071428571429,0.8736794233203176,1120.0
weighted avg,0.8738762513536182,0.8741071428571429,0.8736794233203176,1120.0
