stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,25,1,82,0.8223662177114667,0.0043054812785157,15.930916999990586,3,gini,80.0,10,2,0.05,False
1,25,2,27,0.82177140095058,0.0055295279394295,97.27243579999777,3,entropy,40.0,2,2,0.2,False
1,25,3,69,0.8212939683807511,0.0105981447588183,32.67907719989307,3,gini,20.0,5,1,0.1,False
1,25,4,62,0.8210936618673408,0.0018076889569006,32.80137110000942,3,gini,80.0,2,1,0.1,False
1,25,5,61,0.8157504226980049,0.0014990331552286,16.751843399950303,3,gini,60.0,5,2,0.05,False
1,25,6,75,0.8157504226980049,0.0014990331552286,16.172604399966076,3,gini,80.0,5,2,0.05,False
1,25,7,81,0.8153870477428381,0.0021479832895588,99.17637179995654,3,entropy,40.0,5,1,0.2,False
1,25,8,85,0.8137292050352513,0.0099522329168317,64.16046789992834,3,gini,20.0,2,1,0.2,False
1,25,9,1,0.8129892451702744,0.0016938386339412,26.545952299959023,3,gini,20.0,10,8,0.1,False
1,25,10,74,0.8128171248265449,0.0017271699404249,26.29244849999668,3,gini,80.0,2,8,0.1,False
1,25,11,32,0.8125547428748673,0.0030165069416054,31.13175180001417,3,gini,80.0,2,2,0.1,False
1,25,12,36,0.8117577633866372,0.0061456406158377,33.38801970001077,3,gini,40.0,5,2,0.1,False
1,25,13,92,0.8115359950862028,0.0064750363355782,31.85790039994754,3,gini,80.0,5,2,0.1,False
1,25,14,44,0.8114362981489407,0.0168733797234851,54.3327222999651,3,gini,80.0,20,8,0.2,False
1,25,15,86,0.8114362981489407,0.0168733797234851,53.34149239998078,3,gini,20.0,20,8,0.2,False
1,25,16,4,0.8109993310512175,0.0065231439197638,48.26063239999348,3,entropy,,10,1,0.1,False
1,25,17,18,0.8107082802670513,0.0037567023781513,24.607685599999968,3,entropy,40.0,20,4,0.05,False
1,25,18,21,0.8105726285515557,0.0083027345311147,55.29372210003203,3,gini,,2,8,0.2,False
1,25,19,34,0.8097154729499456,0.0099623491456701,10.693028999958187,3,entropy,60.0,10,4,0.02,False
1,25,20,12,0.8092275255982831,0.0067693481927026,16.52954709995538,3,gini,,10,1,0.05,False
1,25,21,99,0.8090878383985829,0.008914992551833,97.59890530002303,3,entropy,80.0,2,1,0.2,False
1,25,22,55,0.8076558720157515,0.0095943203815686,16.860227600031067,3,gini,40.0,2,1,0.05,False
1,25,23,15,0.8071877922430207,0.0018776642940078,25.38772749999771,3,entropy,60.0,20,2,0.05,False
1,25,24,16,0.8052921291457578,0.0054279488913981,4.916213500022423,3,gini,60.0,10,1,sqrt,False
1,25,25,59,0.8050415239495976,0.0079244157443397,25.273965999949723,3,entropy,,2,2,0.05,False
1,25,26,23,0.8046351901375578,0.010076293821158,22.845365500077605,3,entropy,,20,8,0.05,False
1,25,27,29,0.8046351901375578,0.010076293821158,23.466154299967457,3,entropy,80.0,20,8,0.05,False
1,25,28,26,0.8028504358827652,0.0036518482849155,37.36284319998231,3,gini,60.0,2,2,0.2,True
1,25,29,54,0.8026487728986494,0.0038365423512232,6.365787999995519,3,gini,80.0,2,4,0.02,False
1,25,30,84,0.8024848329908325,0.0026199865840458,23.75012240000069,3,entropy,60.0,5,8,0.05,False
1,25,31,25,0.8023840983201556,0.0030570874322255,88.6906681000255,3,entropy,,5,8,0.2,False
1,25,32,46,0.8023840983201556,0.0030570874322255,95.97911760001443,3,entropy,60.0,5,8,0.2,False
1,25,33,98,0.8008521998958787,0.0023936689600275,61.83930159994634,3,entropy,20.0,5,1,0.2,True
1,25,34,94,0.8006709004007586,0.0078501404296152,7.109217399964109,3,gini,80.0,5,1,0.02,False
1,25,35,95,0.7987530831750229,0.0100529418356197,4.475012000009883,3,gini,20.0,20,4,sqrt,False
1,25,36,45,0.7984572366108001,0.0029512748070808,10.959070400043856,3,entropy,60.0,10,2,0.02,False
1,25,37,67,0.7984333823437338,0.002036601353883,57.97100229997886,3,entropy,80.0,20,1,0.2,True
1,25,38,93,0.7984333823437338,0.002036601353883,57.53811569995014,3,entropy,,20,1,0.2,True
1,25,39,87,0.7984193617268178,0.0104366874409597,10.968667900015134,3,entropy,80.0,2,2,0.02,False
1,25,40,39,0.7983124764468911,0.0055847356134948,10.308241400111,3,entropy,20.0,20,1,0.02,False
1,25,41,30,0.7977966713008552,0.0104528767239705,30.39944310003193,3,entropy,60.0,2,4,0.1,True
1,25,42,48,0.7965815978459133,0.0055234590053013,10.552508900000248,3,entropy,,5,4,0.02,False
1,25,43,71,0.7965815978459133,0.0055234590053013,10.37066389998654,3,entropy,60.0,5,4,0.02,False
1,25,44,68,0.7964893277701255,0.0064308449734473,6.595111199945677,3,gini,40.0,5,2,0.02,False
1,25,45,28,0.7959062636688922,0.003908041517588,9.808240599988494,3,gini,20.0,20,1,0.05,True
1,25,46,78,0.7950128144794185,0.0079949303962941,4.031422200030647,3,gini,20.0,20,8,sqrt,False
1,25,47,6,0.7944174018737075,0.0034698055425482,16.308249399939086,3,entropy,20.0,2,1,0.05,True
