stage_epoch,stage,accuracy,loss
1,frozen_head,0.7767857313156128,0.5814387202262878
2,frozen_head,0.8591517806053162,0.3860739767551422
3,frozen_head,0.8765624761581421,0.3413543701171875
4,frozen_head,0.8832589387893677,0.3144316077232361
5,frozen_head,0.8901785612106323,0.2975597381591797
6,frozen_head,0.893750011920929,0.2854304909706116
7,frozen_head,0.8910714387893677,0.28259047865867615
8,frozen_head,0.8986607193946838,0.2639698386192322
9,frozen_head,0.9069196581840515,0.2528342604637146
10,frozen_head,0.901562511920929,0.25640398263931274
11,frozen_head,0.9035714268684387,0.25919240713119507
12,frozen_head,0.9053571224212646,0.24972166121006012
13,frozen_head,0.9142857193946838,0.2320159673690796
14,frozen_head,0.9098214507102966,0.23691095411777496
15,frozen_head,0.9087053537368774,0.2361144721508026
1,fine_tuning,0.9138392806053162,0.22377949953079224
2,fine_tuning,0.9256696701049805,0.19481734931468964
3,fine_tuning,0.9312499761581421,0.18485771119594574
4,fine_tuning,0.940625011920929,0.16161423921585083
5,fine_tuning,0.9441964030265808,0.155295729637146
6,fine_tuning,0.9444196224212646,0.1492520570755005
7,fine_tuning,0.9468749761581421,0.14465686678886414
8,fine_tuning,0.9555803537368774,0.1306784301996231
9,fine_tuning,0.9551339149475098,0.12990541756153107
10,fine_tuning,0.9540178775787354,0.12161703407764435
11,fine_tuning,0.9624999761581421,0.11032718420028687
12,fine_tuning,0.9654017686843872,0.09992735832929611
13,fine_tuning,0.9667410850524902,0.10211949050426483
14,fine_tuning,0.9658482074737549,0.09461715817451477
15,fine_tuning,0.9705356955528259,0.08662234991788864
16,fine_tuning,0.9669643044471741,0.09347100555896759
17,fine_tuning,0.9705356955528259,0.08599603176116943
18,fine_tuning,0.9729910492897034,0.07995527237653732
19,fine_tuning,0.9756696224212646,0.07089551538228989
20,fine_tuning,0.9783481955528259,0.06515508890151978
