rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,EfficientNetB0,5,2,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,20,0.10395290702581406,15,0.19456735253334045,20,0.10395290702581406,0.9620535714285714,0.9620535714285714,0.9624392248767009,0.9620535714285714,0.9621601777989444,0.10395290201882748,119.51535019100083,176.18555895099962,299.299773707,13
2,EfficientNetB0,5,2,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,19,0.130455881357193,15,0.2110137641429901,19,0.130455881357193,0.9553571428571429,0.9553571428571429,0.9558766488114314,0.9553571428571429,0.9555521278361108,0.13045588389971915,79.3990166929998,113.93072794399995,196.83186262600066,13
3,EfficientNetB0,5,2,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,20,0.12045843154191971,15,0.24785824120044708,20,0.12045843154191971,0.9553571428571429,0.9553571428571428,0.9559929008982188,0.9553571428571428,0.9555509015895838,0.12045843762951318,120.25271312500081,176.65447068199865,300.5502035219997,13
4,EfficientNetB0,5,2,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,19,0.15382565557956696,15,0.19456735253334045,19,0.15382565557956696,0.9508928571428571,0.9508928571428571,0.9516541648007165,0.9508928571428571,0.9511638047822258,0.1538256666557907,120.4653973250006,177.82032560399966,302.3083274719993,13
5,EfficientNetB0,5,2,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,19,0.15298064053058624,15,0.2323102205991745,19,0.15298064053058624,0.9464285714285714,0.9464285714285714,0.9474810474810476,0.9464285714285714,0.9468033251494196,0.15298062583631525,65.2313688840004,89.36536752300162,158.03459019900038,13
6,EfficientNetB0,5,2,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,19,0.1594235897064209,15,0.27581819891929626,19,0.1594235897064209,0.9419642857142857,0.9419642857142857,0.9422923863713337,0.9419642857142857,0.9421012313413798,0.15942360680463816,82.228966304001,116.48947293200035,202.15813708199858,13
7,EfficientNetB0,5,2,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,19,0.17317380011081696,15,0.2110137641429901,19,0.17317380011081696,0.9397321428571429,0.9397321428571428,0.9404263382524253,0.9397321428571428,0.9400156268921208,0.173173791529429,79.21279820199925,114.71955746599997,197.38400341499982,13
8,EfficientNetB0,5,2,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,19,0.19173632562160492,15,0.30202630162239075,19,0.19173632562160492,0.9352678571428571,0.9352678571428571,0.9362578581328581,0.9352678571428571,0.9355761038337972,0.1917363367972488,66.04168742000002,89.21325003000129,158.63577096799963,13
9,EfficientNetB0,5,2,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,20,0.1907186359167099,15,0.24785824120044708,20,0.1907186359167099,0.9308035714285714,0.9308035714285714,0.9310419114766941,0.9308035714285714,0.9308686118409356,0.19071863655313903,120.20407460800016,177.56428359500023,301.460042572,13
10,EfficientNetB0,5,2,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,20,0.1967109888792038,15,0.2323102205991745,20,0.1967109888792038,0.9308035714285714,0.9308035714285714,0.9310419114766941,0.9308035714285714,0.9308686118409356,0.19671099844371007,64.72746876800011,90.8753236779994,158.9634817440001,13
11,EfficientNetB0,5,2,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,20,0.2205972522497177,15,0.27581819891929626,20,0.2205972522497177,0.9151785714285714,0.9151785714285714,0.9155536021915331,0.9151785714285714,0.9152683778893362,0.220597218879274,81.16769813399878,116.40804437200131,200.9988633519988,13
12,EfficientNetB0,5,2,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,20,0.2486170530319214,15,0.30202630162239075,20,0.2486170530319214,0.9040178571428571,0.9040178571428572,0.9036075773548351,0.9040178571428572,0.9037359415979201,0.24861702920337495,65.94851801699951,90.7802863700017,160.08140662199912,13
