rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,EfficientNetB0,9,1,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,19,0.15042085945606232,15,0.2758197784423828,19,0.15042085945606232,0.9553571428571429,0.9553571428571428,0.9565892807173839,0.9553571428571428,0.9556398870737106,0.15042085780450912,128.96553996700004,197.15651590800007,329.8726201720001,13
2,EfficientNetB0,9,1,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,19,0.1364208608865738,15,0.23406283557415009,19,0.1364208608865738,0.9553571428571429,0.9553571428571428,0.9562838403696533,0.9553571428571428,0.9555362497689864,0.13642083840891586,127.4517416080007,199.0361212889993,330.2309826689998,13
3,EfficientNetB0,9,1,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,19,0.15154576301574707,15,0.239829882979393,19,0.15154576301574707,0.9441964285714286,0.9441964285714286,0.9443189933155529,0.9441964285714286,0.9440794246254367,0.15154576646636647,82.89904628499994,118.49721351199992,204.88996037000015,13
4,EfficientNetB0,9,1,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,19,0.17798170447349548,15,0.25765928626060486,19,0.17798170447349548,0.9419642857142857,0.9419642857142857,0.9434408762018038,0.9419642857142857,0.9423746895659169,0.17798168675064435,67.54894177599999,92.79789501300024,163.74931754399995,13
5,EfficientNetB0,9,1,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,20,0.18703779578208923,15,0.23406283557415009,20,0.18703779578208923,0.9352678571428571,0.9352678571428571,0.9380524334430376,0.9352678571428571,0.9358721809077473,0.18703781402991382,126.12014709400046,198.58257125199998,328.4865189000002,13
6,EfficientNetB0,9,1,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,19,0.17916513979434967,15,0.29581359028816223,19,0.17916513979434967,0.9352678571428571,0.9352678571428572,0.9358496690064486,0.9352678571428572,0.9352964871986611,0.17916512593874453,83.79532372099993,118.96829023500004,206.29558629200005,13
7,EfficientNetB0,9,1,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,19,0.20012448728084564,15,0.239829882979393,19,0.20012448728084564,0.9285714285714286,0.9285714285714286,0.9305354318033622,0.9285714285714286,0.9290714387053502,0.20012449259689952,82.41784419200008,117.77485968799988,203.67531592199998,13
8,EfficientNetB0,9,1,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,20,0.22243957221508026,15,0.25765928626060486,20,0.22243957221508026,0.9196428571428571,0.9196428571428571,0.9237142972022004,0.9196428571428571,0.9207373625276167,0.2224395848943415,67.40282384800003,92.57925356500027,163.4043090539999,13
9,EfficientNetB0,9,1,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,19,0.21638718247413635,15,0.32346799969673157,19,0.21638718247413635,0.9196428571428571,0.9196428571428572,0.924139780530624,0.9196428571428572,0.9206872963370911,0.21638720211090368,67.35711948700009,91.8354247909997,162.6350913719998,13
10,EfficientNetB0,9,1,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,20,0.21459218859672546,15,0.2758197784423828,20,0.21459218859672546,0.9174107142857143,0.9174107142857143,0.9222244447127624,0.9174107142857143,0.9186413573080535,0.21459218701820262,127.59073881400002,187.83748947699996,319.063837744,13
11,EfficientNetB0,9,1,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,19,0.242702916264534,15,0.29581359028816223,19,0.242702916264534,0.9151785714285714,0.9151785714285714,0.9174372498918761,0.9151785714285714,0.9158367644951377,0.2427028973803877,82.7493519799998,119.35215803799997,205.58322280900006,13
12,EfficientNetB0,9,1,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,20,0.2715964913368225,15,0.32346799969673157,20,0.2715964913368225,0.8950892857142857,0.8950892857142857,0.8985034728848004,0.8950892857142857,0.8959784370737968,0.2715965076067182,67.47267463799972,92.59213447599996,163.4831908850001,13
