rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,5,2,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,8,0.0775531753897667,15,0.23341406881809235,8,0.0775531753897667,0.9709821428571429,0.9709821428571429,0.9714918229184326,0.9709821428571429,0.9710745643835095,0.07755322494526104,127.31345626199982,128.39062531199852,259.60692884200216,23
2,ResNet50,5,2,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,8,0.10693413764238358,12,0.21895483136177063,8,0.10693413764238358,0.96875,0.96875,0.9699505823432164,0.96875,0.9688011063011064,0.10693417767534207,92.9866914689992,92.0313324480012,200.88137824899968,23
3,ResNet50,5,2,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,6,0.12096802145242691,15,0.24435174465179443,6,0.12096802145242691,0.96875,0.9687500000000001,0.9690154204956836,0.9687500000000001,0.9687654436271693,0.12096806710340706,92.9976136639998,76.92485606599803,184.6110962260027,23
4,ResNet50,5,2,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,7,0.11529649794101715,14,0.2749153971672058,7,0.11529649794101715,0.9642857142857143,0.9642857142857143,0.9655137006395587,0.9642857142857143,0.964203976789502,0.11529653224935214,71.19637240700104,62.374954955997964,137.06803532400227,23
5,ResNet50,5,2,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,6,0.11951432377099991,15,0.23341406881809235,6,0.11951432377099991,0.9598214285714286,0.9598214285714286,0.960800237773922,0.9598214285714286,0.9599314236313621,0.11951434432552548,127.44848673700108,107.50858354999946,238.72866227399936,23
6,ResNet50,5,2,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,6,0.10137715190649033,12,0.2185228019952774,6,0.10137715190649033,0.9598214285714286,0.9598214285714286,0.9604332992798315,0.9598214285714286,0.9598496336805493,0.10137717276713477,124.46926386599989,107.04114402800042,248.8914517840003,23
7,ResNet50,5,2,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,6,0.12838032841682434,12,0.2185228019952774,6,0.12838032841682434,0.9575892857142857,0.9575892857142857,0.9582956762519664,0.9575892857142857,0.9576001796765202,0.12838034328796658,127.07793659900017,108.21232849499938,256.0813652779998,23
8,ResNet50,5,2,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,6,0.10992328822612762,14,0.2121904194355011,6,0.10992328822612762,0.9553571428571429,0.9553571428571429,0.9567138120495747,0.9553571428571429,0.9555656918422721,0.10992330496328273,70.6985312479992,58.29620047099888,132.64987411699985,23
9,ResNet50,5,2,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,11,0.14757491648197174,14,0.2749153971672058,11,0.14757491648197174,0.9508928571428571,0.9508928571428571,0.9506690042445192,0.9508928571428571,0.9506369383805827,0.14757492208089953,71.27028814699952,86.16592346199832,161.16908512699956,23
10,ResNet50,5,2,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,8,0.15415127575397491,15,0.24435174465179443,8,0.15415127575397491,0.9486607142857143,0.9486607142857143,0.9489351699167974,0.9486607142857143,0.9486737020933056,0.1541513053899531,93.00250607099952,91.4902034350016,188.12798445099907,23
11,ResNet50,5,2,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,8,0.14698545634746552,12,0.21895483136177063,8,0.14698545634746552,0.9464285714285714,0.9464285714285714,0.947717290700676,0.9464285714285714,0.9465740982490213,0.14698547889596547,90.09539509899696,90.69674341300197,184.3704423070012,23
12,ResNet50,5,2,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,4,0.16069231927394867,14,0.2121904194355011,4,0.16069231927394867,0.9397321428571429,0.9397321428571429,0.9416823404625374,0.9397321428571429,0.9398324983049187,0.16069230997602973,70.87341242299954,47.01593147099993,128.92128912000044,23
