,precision,recall,f1-score,support
glioma,0.9084249084249084,0.8857142857142857,0.8969258589511754,280.0
meningioma,0.8626760563380281,0.875,0.8687943262411347,280.0
notumor,0.9888059701492538,0.9464285714285714,0.9671532846715328,280.0
pituitary,0.9220338983050848,0.9714285714285714,0.9460869565217391,280.0
accuracy,0.9196428571428571,0.9196428571428571,0.9196428571428571,0.9196428571428571
macro avg,0.9204852083043188,0.9196428571428572,0.9197401065963955,1120.0
weighted avg,0.9204852083043189,0.9196428571428571,0.9197401065963955,1120.0
