rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,5,5,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,6,0.15339083969593048,6,0.22449016571044922,6,0.15339083969593048,0.9598214285714286,0.9598214285714286,0.9598472290048378,0.9598214285714286,0.9597684583248257,0.15339086281801015,45.668869696,58.067468663,107.55941643400001,23
2,ResNet50,5,5,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,7,0.13841572403907776,15,0.22959300875663757,7,0.13841572403907776,0.9575892857142857,0.9575892857142858,0.9575892857142858,0.9575892857142858,0.9575892857142858,0.1384157392489905,94.66451729499931,87.4706935080003,186.08685947599952,23
3,ResNet50,5,5,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,3,0.12122537195682526,10,0.19752921164035797,3,0.12122537195682526,0.9575892857142857,0.9575892857142857,0.9575343047274759,0.9575892857142857,0.9574954331630542,0.12122536833705125,83.49518060399987,55.50974227500046,160.28996457599987,23
4,ResNet50,5,5,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,4,0.13052499294281006,14,0.1969771534204483,4,0.13052499294281006,0.9553571428571429,0.9553571428571429,0.955809817364705,0.9553571428571429,0.9554610292038966,0.1305249789758964,137.7783531519999,96.27655494700002,254.37331265500006,23
5,ResNet50,5,5,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,4,0.12704171240329742,15,0.2446439117193222,4,0.12704171240329742,0.9553571428571429,0.9553571428571428,0.9554333094156103,0.9553571428571428,0.9553761833582461,0.12704172714969644,73.08180798800004,48.56000988799951,125.27152421100072,23
6,ResNet50,5,5,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,7,0.15404394268989563,14,0.21878637373447418,7,0.15404394268989563,0.9553571428571429,0.9553571428571428,0.955324436593839,0.9553571428571428,0.9552738374110706,0.15404398252779636,137.74064854599965,125.17315043899998,267.16823362199966,23
7,ResNet50,5,5,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,4,0.15626993775367737,14,0.1969771534204483,4,0.15626993775367737,0.9486607142857143,0.9486607142857142,0.9491410773400151,0.9486607142857142,0.948815393270472,0.1562699580057664,136.40057690100002,89.60968676700031,230.31300748700005,23
8,ResNet50,5,5,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,13,0.16485749185085297,6,0.22449016571044922,13,0.16485749185085297,0.9464285714285714,0.9464285714285714,0.9468348442486374,0.9464285714285714,0.9465312019595711,0.16485748221251195,45.17437186499956,104.34601008800018,153.87699756999973,23
9,ResNet50,5,5,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,4,0.16098681092262268,14,0.21878637373447418,4,0.16098681092262268,0.9441964285714286,0.9441964285714286,0.9448618198618198,0.9441964285714286,0.9443748338386755,0.16098681088683311,139.69717841800048,97.33980692099976,241.294647662,23
10,ResNet50,5,5,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,10,0.1554969996213913,15,0.2446439117193222,10,0.1554969996213913,0.9441964285714286,0.9441964285714286,0.9443987465726595,0.9441964285714286,0.9442425080500189,0.15549701136070393,73.2764100509994,80.4176804509998,157.40724590100035,23
11,ResNet50,5,5,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,3,0.1519346386194229,10,0.19752921164035797,3,0.1519346386194229,0.9441964285714286,0.9441964285714286,0.9443073179677943,0.9441964285714286,0.944159360153629,0.15193466170383926,81.3900044209995,55.52369118800016,151.55257573899962,23
12,ResNet50,5,5,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,5,0.16317690908908844,15,0.22959300875663757,5,0.16317690908908844,0.9419642857142857,0.9419642857142858,0.9425923045456772,0.9419642857142858,0.9421560986544121,0.16317690126603518,94.57827874600025,70.35332855300021,168.85204664899993,23
