stage_epoch,stage,accuracy,loss
1,frozen_head,0.7037946581840515,0.7668231725692749
2,frozen_head,0.8352678418159485,0.4312770664691925
3,frozen_head,0.8618303537368774,0.3699384927749634
4,frozen_head,0.8825892806053162,0.3282327950000763
5,frozen_head,0.8926339149475098,0.2887490391731262
6,frozen_head,0.9022321701049805,0.2748893201351166
7,frozen_head,0.9080356955528259,0.2505168616771698
8,frozen_head,0.9180803298950195,0.23223312199115753
9,frozen_head,0.9158481955528259,0.23460282385349274
10,frozen_head,0.9183035492897034,0.223793163895607
11,frozen_head,0.9285714030265808,0.2035629153251648
12,frozen_head,0.9272321462631226,0.20672141015529633
13,frozen_head,0.9290178418159485,0.1955735683441162
14,frozen_head,0.932812511920929,0.1888098269701004
15,frozen_head,0.934374988079071,0.18102778494358063
1,fine_tuning,0.9332589507102966,0.18092632293701172
2,fine_tuning,0.9772321581840515,0.07452916353940964
3,fine_tuning,0.987500011920929,0.039943549782037735
4,fine_tuning,0.9928571581840515,0.02400023862719536
5,fine_tuning,0.9962053298950195,0.013781323097646236
6,fine_tuning,0.9959821701049805,0.013754809275269508
