rank,model,repeat,fold,configuration_number,configuration_id,batch_size,head_learning_rate,fine_tune_learning_rate,selected_stage,selected_epoch,selected_validation_loss,stage_1_best_epoch,stage_1_best_validation_loss,stage_2_best_epoch,stage_2_best_validation_loss,internal_accuracy,internal_balanced_accuracy,internal_macro_precision,internal_macro_recall,internal_macro_f1,internal_log_loss,stage_1_training_seconds,stage_2_training_seconds,total_candidate_seconds,trainable_backbone_layers
1,ResNet50,9,4,3,config_03_bs8_headlr3e-04_ftlr1e-05,8,0.0003,1e-05,fine_tuning,6,0.12290928512811661,15,0.2212650626897812,6,0.12290928512811661,0.9642857142857143,0.9642857142857143,0.9641632783225704,0.9642857142857143,0.9642052815146985,0.12290930372624256,128.077950934,109.17557507299989,248.2557109670006,23
2,ResNet50,9,4,5,config_05_bs16_headlr1e-03_ftlr1e-05,16,0.001,1e-05,fine_tuning,4,0.1447838842868805,9,0.20933762192726135,4,0.1447838842868805,0.9553571428571429,0.9553571428571429,0.9562315332813391,0.9553571428571429,0.9553883348809964,0.144783910246253,73.7411644470003,62.333212503999675,159.14471152499937,23
3,ResNet50,9,4,11,config_11_bs32_headlr3e-04_ftlr1e-05,32,0.0003,1e-05,fine_tuning,8,0.16206756234169006,14,0.2658630311489105,8,0.16206756234169006,0.953125,0.953125,0.9547751655005158,0.953125,0.9533131984294775,0.16206758191845833,73.13634641600038,69.44594327499999,146.2069008360004,23
4,ResNet50,9,4,4,config_04_bs8_headlr3e-04_ftlr3e-06,8,0.0003,3e-06,fine_tuning,8,0.15204773843288422,15,0.2212650626897812,8,0.15204773843288422,0.9508928571428571,0.9508928571428572,0.9513511245352307,0.9508928571428572,0.9509406174596419,0.15204773845924643,130.65635053200003,135.1576298279997,269.6270942409992,23
5,ResNet50,9,4,7,config_07_bs16_headlr3e-04_ftlr1e-05,16,0.0003,1e-05,fine_tuning,5,0.13466505706310272,14,0.24231663346290588,5,0.13466505706310272,0.9486607142857143,0.9486607142857142,0.949829317979441,0.9486607142857142,0.9488911186588198,0.13466507514015494,91.10091181400003,69.68710551799995,164.57291539700054,23
6,ResNet50,9,4,2,config_02_bs8_headlr1e-03_ftlr3e-06,8,0.001,3e-06,fine_tuning,6,0.1554335206747055,9,0.21965353190898895,6,0.1554335206747055,0.9486607142857143,0.9486607142857142,0.9485402011950685,0.9486607142857142,0.9482421624328936,0.15543353335861346,104.9212694580001,112.18103993999966,237.0861262450003,23
7,ResNet50,9,4,1,config_01_bs8_headlr1e-03_ftlr1e-05,8,0.001,1e-05,fine_tuning,5,0.1323593705892563,9,0.21965353190898895,5,0.1323593705892563,0.9464285714285714,0.9464285714285714,0.9474171629141567,0.9464285714285714,0.9466221492487127,0.13235939386069925,103.7515619400001,98.91684324199969,225.85406734799972,23
8,ResNet50,9,4,6,config_06_bs16_headlr1e-03_ftlr3e-06,16,0.001,3e-06,fine_tuning,5,0.14697854220867157,9,0.20933762192726135,5,0.14697854220867157,0.9397321428571429,0.9397321428571429,0.9415070418874738,0.9397321428571429,0.9398795361779092,0.14697855014049616,73.54815717399924,69.38884700699964,153.6049870879997,23
9,ResNet50,9,4,10,config_10_bs32_headlr1e-03_ftlr3e-06,32,0.001,3e-06,fine_tuning,10,0.16709955036640167,10,0.24372853338718414,10,0.16709955036640167,0.9397321428571429,0.9397321428571428,0.941492574673439,0.9397321428571428,0.9397778396781729,0.1670995558028569,61.70589741099957,81.92699320599968,147.36978088999967,23
10,ResNet50,9,4,12,config_12_bs32_headlr3e-04_ftlr3e-06,32,0.0003,3e-06,fine_tuning,8,0.1621081680059433,14,0.2658630311489105,8,0.1621081680059433,0.9352678571428571,0.9352678571428572,0.9364520992279227,0.9352678571428572,0.9355333637244287,0.16210817064899716,73.18717484300032,71.33326799099996,148.23288483499982,23
11,ResNet50,9,4,8,config_08_bs16_headlr3e-04_ftlr3e-06,16,0.0003,3e-06,fine_tuning,5,0.15422697365283966,14,0.24231663346290588,5,0.15422697365283966,0.9352678571428571,0.9352678571428571,0.9373819348050315,0.9352678571428571,0.935422037360978,0.1542269836677184,92.47434051399978,69.82426142299937,166.05642231799993,23
12,ResNet50,9,4,9,config_09_bs32_headlr1e-03_ftlr1e-05,32,0.001,1e-05,fine_tuning,3,0.16665604710578918,10,0.24372853338718414,3,0.16665604710578918,0.9330357142857143,0.9330357142857143,0.9353699939955484,0.9330357142857143,0.9330363244774207,0.16665605058026664,60.086296237999704,41.67004818299938,114.94082512499972,23
