stage_epoch,stage,accuracy,loss
1,frozen_head,0.7591517567634583,0.6196757555007935
2,frozen_head,0.8607142567634583,0.3660753667354584
3,frozen_head,0.8926339149475098,0.2945851981639862
4,frozen_head,0.890625,0.28662213683128357
5,frozen_head,0.9051339030265808,0.2676178812980652
6,frozen_head,0.9122768044471741,0.2333521693944931
7,frozen_head,0.9176339507102966,0.23183408379554749
8,frozen_head,0.9220982193946838,0.21093669533729553
9,frozen_head,0.9254464507102966,0.20266950130462646
10,frozen_head,0.9283482432365417,0.1999116688966751
1,fine_tuning,0.9372767806053162,0.16849669814109802
2,fine_tuning,0.9658482074737549,0.11084192991256714
3,fine_tuning,0.9729910492897034,0.08111514151096344
4,fine_tuning,0.9776785969734192,0.06385484337806702
