stage_epoch,stage,accuracy,loss
1,frozen_head,0.7794643044471741,0.5758874416351318
2,frozen_head,0.8660714030265808,0.37284085154533386
3,frozen_head,0.8743303418159485,0.34303295612335205
4,frozen_head,0.8823660612106323,0.3161242604255676
5,frozen_head,0.8915178775787354,0.2906521260738373
6,frozen_head,0.8930803537368774,0.28122761845588684
7,frozen_head,0.8993303775787354,0.27490076422691345
8,frozen_head,0.9013392925262451,0.26050299406051636
9,frozen_head,0.8995535969734192,0.2585529685020447
10,frozen_head,0.9100446701049805,0.24500392377376556
11,frozen_head,0.9098214507102966,0.23931476473808289
12,frozen_head,0.9033482074737549,0.25498688220977783
13,frozen_head,0.9120535850524902,0.2360856980085373
14,frozen_head,0.9029017686843872,0.2450999915599823
1,fine_tuning,0.9154017567634583,0.21843671798706055
2,fine_tuning,0.9270089268684387,0.1965964287519455
3,fine_tuning,0.9274553656578064,0.18259580433368683
4,fine_tuning,0.9397321343421936,0.1634782999753952
5,fine_tuning,0.9448660612106323,0.15749983489513397
6,fine_tuning,0.9444196224212646,0.14936229586601257
7,fine_tuning,0.9470981955528259,0.14471393823623657
8,fine_tuning,0.9477678537368774,0.1404809057712555
9,fine_tuning,0.9569196701049805,0.12674759328365326
10,fine_tuning,0.9544642567634583,0.12457755953073502
11,fine_tuning,0.9595982432365417,0.11560700088739395
12,fine_tuning,0.9633928537368774,0.10996784269809723
13,fine_tuning,0.9651785492897034,0.09886771440505981
14,fine_tuning,0.9660714268684387,0.09543982893228531
15,fine_tuning,0.9691964387893677,0.09172330051660538
16,fine_tuning,0.9738839268684387,0.08187617361545563
17,fine_tuning,0.9703124761581421,0.08734230697154999
