stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,25,1,11,0.8261592422451224,0.0034874066848892,21.21910650003701,3,entropy,20.0,10,8,0.05,False
1,25,2,26,0.8261592422451224,0.0034874066848892,21.765038599958643,3,entropy,,10,8,0.05,False
1,25,3,2,0.8206809517099797,0.0059190231582623,28.01874010002939,3,gini,60.0,20,4,0.1,False
1,25,4,32,0.8203394786853835,0.0038582688499989,47.07626860000892,3,entropy,80.0,2,1,0.1,False
1,25,5,90,0.8190544119237672,0.006534104423483,62.370309200137854,3,gini,,2,1,0.2,False
1,25,6,27,0.8149819307379179,0.0027688367707176,16.349457599921152,3,gini,,10,1,0.05,False
1,25,7,95,0.8137124047401897,0.0043698357368831,29.56904899998335,3,gini,60.0,20,2,0.1,False
1,25,8,97,0.8136673943048351,0.0101236260866023,14.243320900015531,3,gini,20.0,5,4,0.05,False
1,25,9,14,0.8136486110190487,0.0098550969406678,50.40019279997796,3,gini,40.0,20,8,0.2,False
1,25,10,60,0.8136486110190487,0.0098550969406678,49.99340299994219,3,gini,60.0,20,8,0.2,False
1,25,11,93,0.8136262620162146,0.0069838341973134,15.624396700062787,3,gini,,20,1,0.05,False
1,25,12,75,0.8127923393004505,0.0025926702352891,28.39501759997802,3,gini,40.0,2,4,0.1,False
1,25,13,4,0.8115584184015002,0.0113164781833213,85.26247790001798,3,entropy,20.0,20,4,0.2,False
1,25,14,38,0.8115584184015002,0.0113164781833213,86.89246499998262,3,entropy,80.0,20,4,0.2,False
1,25,15,42,0.8115584184015002,0.0113164781833213,84.51501679996727,3,entropy,,20,4,0.2,False
1,25,16,51,0.8115448546784979,0.0112343033060066,18.45414340001298,3,gini,,5,2,0.1,True
1,25,17,96,0.8113978917898687,0.0033365820480157,23.238531399925705,3,entropy,20.0,5,4,0.05,False
1,25,18,88,0.8109073379252542,0.0058966368822131,24.777046000002883,3,gini,20.0,20,8,0.1,False
1,25,19,70,0.8104550576009247,0.0035096436927292,82.77736319997348,3,entropy,60.0,10,8,0.2,False
1,25,20,68,0.8096550645885666,0.0074573543517001,42.1309127000859,3,entropy,,20,8,0.1,False
1,25,21,22,0.8091765263358033,0.0039356426691918,86.50881169992499,3,entropy,40.0,5,4,0.2,False
1,25,22,67,0.8073058452821341,0.0069279546694905,91.32222209998872,3,entropy,,10,1,0.2,False
1,25,23,31,0.8070154153409533,0.0054907611077464,14.969579100026747,3,gini,,20,2,0.05,False
1,25,24,85,0.8065949719275035,0.0167309905418529,9.803200899914373,3,gini,,10,1,0.05,True
1,25,25,63,0.8060598045823504,0.0047666193599718,16.781885300006252,3,gini,60.0,10,4,0.1,True
1,25,26,29,0.8058946979150711,0.012926094740024,43.21157280000625,3,entropy,80.0,2,8,0.1,False
1,25,27,53,0.8048727980958361,0.0091621948283448,16.62621040007798,3,gini,,2,4,0.1,True
1,25,28,76,0.8047436256172554,0.0066652726166691,6.692731399962213,3,gini,60.0,5,1,0.02,False
