iter,n_resources,rank_test_score,candidate_id,mean_test_score,std_test_score,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
0,25,1,98,0.8965204044790994,0.005781573958821109,159.44285778799986,3,entropy,80.0,2,2,0.2,False
0,25,2,45,0.8951870589031943,0.003910243904715731,83.44114979200094,3,entropy,40.0,10,2,0.1,False
0,25,3,32,0.8950815858334971,0.005535752967427149,147.1810910289969,3,gini,20.0,10,2,0.2,False
0,25,4,31,0.8950214930438074,0.006020265908497733,166.84896134899827,3,entropy,60.0,10,2,0.2,False
0,25,5,37,0.8931051015063116,0.0066198171893514495,134.64013021499704,3,gini,40.0,10,4,0.2,False
0,25,6,21,0.8926156961494063,0.00582446621429155,34.544849596997665,3,gini,,2,2,0.05,False
0,25,7,46,0.8921540066857113,0.003940692973229321,121.24977858499915,3,gini,60.0,10,8,0.2,False
0,25,8,44,0.8910171459602703,0.006027944932548897,158.1230912659994,3,entropy,,10,8,0.2,False
0,25,9,55,0.8910171459602703,0.006027944932548897,148.71918094800003,3,entropy,40.0,10,8,0.2,False
0,25,10,94,0.8909171474481639,0.010284026033159404,155.44014667599959,3,entropy,40.0,10,4,0.2,False
0,25,11,68,0.8908108149505791,0.0028550604805276476,66.34062746499967,3,gini,40.0,10,2,0.1,False
0,25,12,2,0.8900300329166156,0.005863535098739834,41.50288610200005,3,entropy,,10,4,0.05,False
0,25,13,11,0.889905639784257,0.00506601016480987,75.59762902699367,3,gini,,2,1,0.1,False
0,25,14,58,0.889905639784257,0.00506601016480987,71.4876043249999,3,gini,80.0,2,1,0.1,False
0,25,15,49,0.8896990826594452,0.002188519578619471,138.58992221099834,3,gini,20.0,2,4,0.2,False
0,25,16,18,0.889596012388413,0.003592633702743225,122.47706145999837,3,gini,80.0,20,8,0.2,False
0,25,17,17,0.8893775114712109,0.00883591596768942,65.14818036799625,3,gini,80.0,5,4,0.1,False
0,25,18,88,0.8887230716980641,0.005074148505875586,156.48683765600026,3,entropy,20.0,20,1,0.2,False
0,25,19,92,0.8882567519885253,0.002428565380402986,40.03162100600002,3,entropy,40.0,2,4,0.05,False
0,25,20,83,0.8881344584981377,0.0026614064590605264,132.45969952700034,3,gini,40.0,5,4,0.2,False
0,25,21,22,0.8879404601404385,0.0009638913207501616,35.80909874799909,3,gini,60.0,20,2,0.05,False
0,25,22,50,0.8868169884358692,0.007552992180829909,42.61520094100001,3,entropy,20.0,10,2,0.05,False
0,25,23,14,0.8862086675739994,0.01046360957607717,22.270878187999188,3,gini,60.0,10,4,0.05,True
0,25,24,69,0.8858541165261918,0.001943932999223618,32.349342943000465,3,gini,20.0,20,2,0.05,False
0,25,25,40,0.8856524512373993,0.010751439036874881,14.704594204999012,3,gini,20.0,2,4,sqrt,False
0,25,26,52,0.8847694450858231,0.007553239737218144,16.76622939599997,3,entropy,40.0,10,2,0.02,False
0,25,27,13,0.8839019728272297,0.008231278330250596,18.847874527000386,3,entropy,,5,4,sqrt,False
0,25,28,63,0.8835004023271166,0.0023882121310970506,37.88489972599996,3,entropy,80.0,20,4,0.05,False
0,25,29,3,0.8830590949238882,0.0055253262008032565,15.5330186650026,3,gini,20.0,20,2,sqrt,False
0,25,30,39,0.8829530938056123,0.0023155618990531087,52.396202899002674,3,entropy,,2,2,0.1,True
0,25,31,35,0.882906139320195,0.0017852013764974323,19.7256294660001,3,entropy,80.0,5,1,sqrt,False
0,25,32,23,0.8826747638595404,0.003829035908912772,18.150946557998395,3,entropy,40.0,5,4,0.02,False
0,25,33,6,0.8825985264934865,0.010089247168863358,21.406504056001722,3,entropy,20.0,20,1,sqrt,False
0,25,34,47,0.8825985264934865,0.010089247168863358,18.92124534499817,3,entropy,80.0,20,1,sqrt,False
