repeat,outer_fold,stage,n_estimators,candidate_id,inner_fold,macro_f1,fit_seconds
2,2,1,25,1,1,0.8680461125523831,2.289433852998627
2,2,1,25,1,2,0.8616672765784973,2.407489978002559
2,2,1,25,1,3,0.8723703406314819,4.145382193997648
2,2,1,25,2,1,0.8927450680696205,13.239097865000076
2,2,1,25,2,2,0.883301064703403,13.56500970200068
2,2,1,25,2,3,0.8940439659768235,14.698778534999292
2,2,1,25,3,1,0.8770191064953928,6.827844716000982
2,2,1,25,3,2,0.8842991637287403,4.266747956000472
2,2,1,25,3,3,0.8878590145475319,4.438425993001147
2,2,1,25,4,1,0.8808925310621303,7.933076512999833
2,2,1,25,4,2,0.8774092825562434,5.318653181999252
2,2,1,25,4,3,0.8782462759072118,7.130244994001259
2,2,1,25,5,1,0.8782992261700788,4.025566204996721
2,2,1,25,5,2,0.8803474634877813,3.544345730999339
2,2,1,25,5,3,0.8826317264458099,3.8939220559987007
2,2,1,25,6,1,0.8828984498536865,7.487786066001718
2,2,1,25,6,2,0.8723626616352906,5.632834427000489
2,2,1,25,6,3,0.8925344679914822,8.285883562999516
2,2,1,25,7,1,0.8687866773152444,3.657186018001085
2,2,1,25,7,2,0.8761395262486192,3.4943480270012515
2,2,1,25,7,3,0.8793307419958163,5.240664880999248
2,2,1,25,8,1,0.8678906712522891,8.108115500999702
2,2,1,25,8,2,0.8728799679189022,9.882583987000544
2,2,1,25,8,3,0.8826288128532794,7.440363489000447
2,2,1,25,9,1,0.8540615068399676,1.0437637490031193
2,2,1,25,9,2,0.8527010623911883,1.645300339001551
2,2,1,25,9,3,0.8611385158699055,1.6376670790014032
2,2,1,25,10,1,0.8801930869082093,4.99373363000268
2,2,1,25,10,2,0.8794195476766755,4.226767069001653
2,2,1,25,10,3,0.8831454148845304,6.141993134002405
2,2,1,25,11,1,0.8844205976329006,24.540161359997
2,2,1,25,11,2,0.8944088974780412,26.352422350999404
2,2,1,25,11,3,0.8908874242418294,24.705045315997268
2,2,1,25,12,1,0.8754358820770889,4.958581795999635
2,2,1,25,12,2,0.8604800095207565,2.924915277999389
2,2,1,25,12,3,0.8801603900087518,2.781136259996856
2,2,1,25,13,1,0.880210238335855,6.908272382999712
2,2,1,25,13,2,0.8781628374174166,6.546673259999807
2,2,1,25,13,3,0.8933328427284175,5.392928884000867
2,2,1,25,14,1,0.8768570543206592,8.256703079001454
2,2,1,25,14,2,0.8842589461062049,5.574540792997141
2,2,1,25,14,3,0.897510002295134,8.439634316000593
2,2,1,25,15,1,0.8768013705635105,3.6528743259987095
2,2,1,25,15,2,0.8809242838688744,3.6569953149992216
2,2,1,25,15,3,0.8849989962166385,5.62784987300256
2,2,1,25,16,1,0.880700509188504,12.149685844000487
2,2,1,25,16,2,0.8683819680303997,12.886663615001453
2,2,1,25,16,3,0.8902389825163479,13.786481672999798
2,2,1,25,17,1,0.8917336105245451,21.57486891100052
2,2,1,25,17,2,0.879602368893621,22.640918347999104
2,2,1,25,17,3,0.8967965549954668,20.93239310899662
2,2,1,25,18,1,0.8912343550355297,41.62266828599968
2,2,1,25,18,2,0.8854762514281282,38.67632803499873
2,2,1,25,18,3,0.892077430701581,42.17806513899996
2,2,1,25,19,1,0.8637660998854425,2.4979606509987207
2,2,1,25,19,2,0.8690938248660713,2.598983766998572
2,2,1,25,19,3,0.890427895636008,2.644778486999712
2,2,1,25,20,1,0.8767306160104401,4.84233838700311
2,2,1,25,20,2,0.8596669201116935,2.748487512999418
2,2,1,25,20,3,0.8747366207237047,2.783496274001664
2,2,1,25,21,1,0.8907857741057619,12.578050619998976
2,2,1,25,21,2,0.8879259318731375,12.059626405000015
2,2,1,25,21,3,0.8991353824693196,9.907172571998672
2,2,1,25,22,1,0.8879000391355261,12.124929076999251
2,2,1,25,22,2,0.8869974151809383,12.45517004499925
2,2,1,25,22,3,0.8889239261048512,11.228999626000586
2,2,1,25,23,1,0.882669209326269,5.692420840001432
2,2,1,25,23,2,0.8788485082388646,4.959376216997043
2,2,1,25,23,3,0.8865065740134878,7.49914950099992
2,2,1,25,24,1,0.8636562981310212,2.646511193997867
2,2,1,25,24,2,0.8557302828775324,2.695051878999948
2,2,1,25,24,3,0.876896267308631,2.687116788001731
2,2,1,25,25,1,0.8847401705926543,17.34816917000353
2,2,1,25,25,2,0.8737530089878075,17.29560573300114
2,2,1,25,25,3,0.8861342144869453,17.04993940699933
2,2,1,25,26,1,0.8777878380713943,26.698962636000942
2,2,1,25,26,2,0.8811017172246581,28.56296605600073
2,2,1,25,26,3,0.8860551965125302,28.716549130000203
2,2,1,25,27,1,0.8643230264104852,1.1355461970015313
2,2,1,25,27,2,0.8694596053632428,1.1469426689982356
2,2,1,25,27,3,0.8594121192635011,1.1060534310017829
2,2,1,25,28,1,0.8658740895743712,1.12970255899927
2,2,1,25,28,2,0.8497872743671748,1.172323116999905
2,2,1,25,28,3,0.8834385304596535,2.0355952309982968
2,2,1,25,29,1,0.8746360200993579,6.393388691001746
2,2,1,25,29,2,0.8754460401144583,5.117867700002535
2,2,1,25,29,3,0.8846989613412051,7.723970372000622
2,2,1,25,30,1,0.8749160176539439,16.25218142599988
2,2,1,25,30,2,0.8774595564114084,16.05770947900237
2,2,1,25,30,3,0.8765497038593885,16.363369336002506
2,2,1,25,31,1,0.8881316819707475,55.17049419400064
2,2,1,25,31,2,0.8976654746500057,56.6642146209997
2,2,1,25,31,3,0.8992673225106688,55.01425253399793
2,2,1,25,32,1,0.8933048149041029,48.8624099109984
2,2,1,25,32,2,0.8906523708323146,49.570983596997394
2,2,1,25,32,3,0.9012875717640738,48.7476975210011
2,2,1,25,33,1,0.8738492929400717,17.03833214000042
2,2,1,25,33,2,0.8764393418404174,17.6313234320005
2,2,1,25,33,3,0.8778426625865422,17.887680896001257
2,2,1,25,34,1,0.8621750312097378,1.187466086998029
2,2,1,25,34,2,0.8614214072754075,1.1570619230005832
2,2,1,25,34,3,0.873726750954207,1.1935236739991524
2,2,1,25,35,1,0.8847372702382854,6.104379260999849
2,2,1,25,35,2,0.8828104297175405,7.736844573999406
2,2,1,25,35,3,0.881170718004759,5.8844056310008455
2,2,1,25,36,1,0.8677182492366995,1.5505321620003087
2,2,1,25,36,2,0.8575252279323778,2.026260115999321
2,2,1,25,36,3,0.8687675586512656,1.7683523099985905
2,2,1,25,37,1,0.8959087905826575,43.96273057399958
2,2,1,25,37,2,0.897861704442366,44.93137788999957
2,2,1,25,37,3,0.8855448094939113,45.7460217509979
2,2,1,25,38,1,0.8749330388025538,35.0487089140006
2,2,1,25,38,2,0.8803948312749046,36.39545601099962
2,2,1,25,38,3,0.8907357483777503,35.46824036399994
2,2,1,25,39,1,0.8853812625745412,17.394378167002287
2,2,1,25,39,2,0.8827084547422179,17.453637435999553
2,2,1,25,39,3,0.8807695641000776,17.548187296000833
2,2,1,25,40,1,0.8871687243066294,5.99036390800029
2,2,1,25,40,2,0.8742233668372813,4.516074759998446
2,2,1,25,40,3,0.8955652625682873,4.198155537000275
2,2,1,25,41,1,0.8847401705926543,16.871512462999817
2,2,1,25,41,2,0.8737530089878075,16.699626192999858
2,2,1,25,41,3,0.8861342144869453,17.32162015599897
2,2,1,25,42,1,0.8749160176539439,15.879847385000176
2,2,1,25,42,2,0.8774595564114084,15.361651245999385
2,2,1,25,42,3,0.8765497038593885,15.943303236999782
2,2,1,25,43,1,0.8706415985144385,30.590666111002065
2,2,1,25,43,2,0.8793246979774385,29.773747949999237
2,2,1,25,43,3,0.8870113033452893,30.791836780001177
2,2,1,25,44,1,0.8852685170382091,52.1720528879996
2,2,1,25,44,2,0.8972901468215404,53.33046998599821
2,2,1,25,44,3,0.8904927740210614,52.62056839200159
2,2,1,25,45,1,0.8908104936366578,29.17783253300149
2,2,1,25,45,2,0.8983367284227763,27.27651755199986
2,2,1,25,45,3,0.896413954650149,26.98679970699959
2,2,1,25,46,1,0.8893989620368882,41.35267544100134
2,2,1,25,46,2,0.896667825846601,38.28248866799913
2,2,1,25,46,3,0.890395232173645,41.61461447599868
2,2,1,25,47,1,0.8828984498536865,5.540936606998002
2,2,1,25,47,2,0.8723626616352906,7.540306789000169
2,2,1,25,47,3,0.8925344679914822,5.840001948999998
2,2,1,25,48,1,0.8577940559772985,0.8986037899994699
2,2,1,25,48,2,0.8408484530142607,0.8915686110012757
2,2,1,25,48,3,0.8485910792139276,0.9514268880011514
2,2,1,25,49,1,0.8874699367884216,46.23198636700181
2,2,1,25,49,2,0.8897827339392167,45.67649630199958
2,2,1,25,49,3,0.8918445772506973,46.68143954199695
2,2,1,25,50,1,0.8893002429355243,14.298636461999877
2,2,1,25,50,2,0.8783350037224122,14.066315474000021
2,2,1,25,50,3,0.8928157186496711,14.250249005000114
2,2,1,25,51,1,0.8718628239682527,4.711625588000061
2,2,1,25,51,2,0.8904725372330978,7.114707526000075
2,2,1,25,51,3,0.8824354003420452,4.764035298000181
2,2,1,25,52,1,0.8893072780276262,5.20699416399998
2,2,1,25,52,2,0.876050142217805,6.671951241999977
2,2,1,25,52,3,0.888950915012038,4.8872839900000145
2,2,1,25,53,1,0.8681770803677176,2.4768587849998767
2,2,1,25,53,2,0.8726954210821892,4.372325403000104
2,2,1,25,53,3,0.8815241201376061,2.4271429110001463
2,2,1,25,54,1,0.8748090417978023,2.8328681899999992
2,2,1,25,54,2,0.8630532835110376,2.795763306000026
2,2,1,25,54,3,0.8833708015546484,4.2180478939999375
2,2,1,25,55,1,0.8852685170382091,50.16455935800013
2,2,1,25,55,2,0.8972901468215404,49.045483058999935
2,2,1,25,55,3,0.8904927740210614,49.50913853099996
2,2,1,25,56,1,0.8712045386907554,2.3315264739999293
2,2,1,25,56,2,0.8584737057119798,2.3329772810000122
2,2,1,25,56,3,0.8720965864135992,4.1043013599999085
2,2,1,25,57,1,0.8765914496181018,32.82819471499988
2,2,1,25,57,2,0.8804069526945221,32.42249786299999
2,2,1,25,57,3,0.8869284311769271,32.58270381300008
2,2,1,25,58,1,0.8844205976329006,22.742816806999826
2,2,1,25,58,2,0.8944088974780412,25.007598991000123
2,2,1,25,58,3,0.8908874242418294,23.737188526999944
2,2,1,25,59,1,0.8597756838414392,1.7318761780002205
2,2,1,25,59,2,0.850295409409907,1.5060795399999733
2,2,1,25,59,3,0.8564118249676345,1.1533093259999987
2,2,1,25,60,1,0.8756246458797765,3.4181883310000103
2,2,1,25,60,2,0.8773452027216759,3.441362376000143
2,2,1,25,60,3,0.880033247111573,5.071317335999993
2,2,1,25,61,1,0.8752824678953744,9.95096766200004
2,2,1,25,61,2,0.8696555652090603,11.661660730999984
2,2,1,25,61,3,0.8880272081866598,9.046491604000039
2,2,1,25,62,1,0.8580634119069922,1.6698706889999357
