stage,n_estimators,rank,candidate_id,mean_macro_f1,sd_macro_f1,total_fit_seconds,inner_folds_completed,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
2,75,1,75,0.8409280059964335,0.0058140446020735065,129.99266570003238,3,entropy,40.0,5,1,0.1,False
2,75,2,13,0.8406377566218652,0.0053009145465283776,67.14947290002601,3,entropy,,5,2,0.05,False
2,75,3,56,0.839959339553123,0.005984338473644664,86.21760570001788,3,gini,40.0,2,1,0.1,False
2,75,4,28,0.8386442699593313,0.012875073622809333,165.4548316000728,3,gini,40.0,5,2,0.2,False
2,75,5,42,0.8378105829708357,0.010177714582430893,130.20961219997844,3,entropy,60.0,10,2,0.1,False
2,75,6,1,0.837475578443493,0.0033423998957556123,66.71085809991928,3,entropy,60.0,2,2,0.05,False
2,75,7,99,0.8372572241939137,0.008116664164174723,133.3631366000045,3,entropy,20.0,10,2,0.1,False
2,75,8,51,0.8354947372247241,0.0027623907957946984,17.71721129998332,3,gini,40.0,5,1,0.02,False
2,75,9,3,0.8352038466165538,0.0028309004244750813,40.94097969995346,3,gini,20.0,10,1,0.05,False
2,75,10,9,0.8314624861488046,0.01702870866320868,153.61726319999434,3,gini,80.0,2,4,0.2,False
2,75,11,40,0.8314624861488046,0.01702870866320868,155.12232519994723,3,gini,60.0,5,4,0.2,False
2,75,12,5,0.8308898738849738,0.012869325483646494,118.89749740000116,3,entropy,60.0,20,8,0.1,False
2,75,13,95,0.8298524375037779,0.003907874827872456,65.82094309997046,3,entropy,80.0,20,2,0.05,False
2,75,14,93,0.8285819134109813,0.0016225162036243041,28.08769959997153,3,entropy,,10,1,0.02,False
2,75,15,60,0.8285026019067069,0.006632402315023851,51.498706399986986,3,gini,40.0,2,1,0.1,True
2,75,16,77,0.8270864448164724,0.00027614950563204616,16.514423600048758,3,gini,80.0,20,2,0.02,False
2,75,17,32,0.8269314413501565,0.0013641122272488016,28.158988899958786,3,entropy,20.0,10,1,0.02,False
2,75,18,70,0.8247583071226935,0.004582825442624768,14.320979600015562,3,gini,40.0,5,8,0.02,False
2,75,19,38,0.823826248704218,0.009924958867199412,154.95425629999954,3,gini,80.0,20,4,0.2,False
2,75,20,58,0.8229231478260056,0.002874203503584968,46.71996589994524,3,gini,40.0,2,4,0.1,True
2,75,21,48,0.822808750093804,0.007243894984999679,67.95533769996837,3,gini,,5,8,0.1,False
2,75,22,7,0.8227248834571875,0.009987690329291423,165.69264950003708,3,gini,20.0,20,1,0.2,False
2,75,23,46,0.8225448777289023,0.006437062622825034,76.6942621000344,3,entropy,60.0,20,2,0.1,True
2,75,24,57,0.8225448777289023,0.006437062622825034,76.55348729999969,3,entropy,40.0,20,2,0.1,True
2,75,25,37,0.8222478551106133,0.008229141688792763,234.97553110000445,3,entropy,40.0,10,8,0.2,False
2,75,26,98,0.8222478551106133,0.008229141688792763,236.00394419999793,3,entropy,,2,8,0.2,False
2,75,27,11,0.821991466923202,0.007920817054679473,77.75528659997508,3,entropy,40.0,20,1,0.1,True
2,75,28,79,0.821991466923202,0.007920817054679473,77.51549229997909,3,entropy,20.0,20,1,0.1,True
2,75,29,12,0.8217486249286895,0.010710729652718062,48.96497999998974,3,gini,20.0,20,1,0.1,True
2,75,30,10,0.8210747831400661,0.01154744408152441,79.2835338000441,3,entropy,40.0,5,2,0.1,True
2,75,31,59,0.8204187337388875,0.011385643464120864,139.30391090008197,3,gini,80.0,2,8,0.2,False
2,75,32,33,0.8200236380161443,0.0075331476242971596,76.79142269998556,3,entropy,20.0,10,4,0.1,True
2,75,33,78,0.8198192781701593,0.012060276325193263,14.457505800004583,3,gini,20.0,20,8,0.02,False
2,75,34,22,0.8188981428939418,0.012748050621386052,49.46110399992904,3,gini,40.0,20,1,0.1,True
