,precision,recall,f1-score,support
glioma,0.9440559440559441,0.9642857142857143,0.9540636042402827,280.0
meningioma,0.9151943462897526,0.925,0.9200710479573713,280.0
notumor,0.9926470588235294,0.9642857142857143,0.9782608695652174,280.0
pituitary,0.9713261648745519,0.9678571428571429,0.9695885509838998,280.0
accuracy,0.9553571428571429,0.9553571428571429,0.9553571428571429,0.9553571428571429
macro avg,0.9558058785109445,0.9553571428571429,0.9554960181866927,1120.0
weighted avg,0.9558058785109446,0.9553571428571429,0.9554960181866927,1120.0
